,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.52,0.71,0.53,0.62,0.26,0.53,0.61,0.98,0.3
ikvm.csv,0.41,0.85,0.49,0.4,0.18,0.33,0.35,0.86,0.22
lazarus-ccr.csv,0.82,0.34,0.4,0.31,0.56,0.0,0.31,0.84,0.4
les-indemodables.csv,0.48,0.35,0.58,0.69,0.49,0.69,0.54,0.11,0.57
metacosm.csv,0.59,0.31,0.55,0.61,0.18,0.72,0.49,0.19,0.71
micomt.csv,0.48,0.6,0.35,0.47,0.78,0.66,0.48,0.23,0.13
ontomorphtab.csv,0.47,0.0,0.72,0.69,0.49,0.7,0.24,0.75,0.61
tradelink.csv,0.29,0.31,0.54,0.67,0.27,0.66,0.55,0.0,0.62
xuggle.csv,0.68,0.66,0.55,0.78,0.27,0.64,0.58,0.11,0.56
