,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.58,0.44,0.64,0.81,0.6,0.53,1.0,0.69,0.7
graphmak.csv,0.19,0.22,1.0,0.12,0.08,0.21,0.15,0.27,0.14
guineu.csv,0.85,0.1,0.36,0.09,0.08,0.28,0.21,0.27,0.21
jhotdraw.csv,0.23,0.29,0.12,0.02,0.92,0.09,0.06,0.31,0.06
ofbiz.csv,0.15,0.41,0.36,0.19,0.32,0.49,0.26,0.46,0.99
pdfedit.csv,0.35,0.29,0.4,0.98,0.4,0.4,0.57,0.15,0.29
pokeglobal.csv,0.81,0.98,0.96,0.63,0.68,0.7,0.57,0.88,0.74
red5.csv,0.54,0.34,0.44,0.12,0.68,0.98,0.4,0.54,0.33
twostep.csv,0.73,0.56,0.36,0.81,0.65,0.7,0.56,0.96,0.57
