,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.76,0.93,1.0,0.64,0.74,0.69,0.78,0.64,0.75,0.69,0.6,0.71,0.61,0.5,0.75,0.98,0.02,0.73,0.6
autat.csv,0.5,0.81,0.89,0.76,0.74,0.67,0.74,0.64,0.97,0.06,1.04,0.75,0.52,0.95,0.97,0.76,0.8,0.85,0.85
brlcad.csv,0.97,0.25,0.6,0.92,0.95,0.72,0.75,0.91,0.56,0.87,0.92,0.73,0.76,0.91,0.72,0.77,0.94,0.69,0.62
delphilhlplib.csv,0.64,0.99,0.06,0.56,0.58,0.6,0.58,0.57,1.27,0.66,0.59,0.71,0.52,0.49,0.5,0.44,0.52,0.68,0.63
exordium.csv,0.55,0.83,0.74,0.82,0.02,0.63,0.84,0.59,0.95,0.68,0.67,0.78,0.46,0.71,0.84,0.83,0.81,0.6,0.93
fltk.csv,0.37,0.75,0.72,0.13,0.54,0.55,0.48,0.45,0.88,0.75,0.92,0.69,0.31,0.77,0.81,0.48,0.64,0.69,0.67
google-web-toolkit.csv,0.9,0.74,0.87,0.6,0.74,0.51,0.84,0.7,0.87,0.84,0.71,0.78,0.6,0.84,0.82,0.81,0.61,0.02,0.73
gzigzag.csv,0.58,0.97,0.87,0.62,0.51,0.07,0.76,0.76,0.75,0.68,0.81,0.86,0.39,0.87,0.88,0.82,0.84,0.74,0.79
irrlicht.csv,1.01,0.99,0.52,0.92,0.91,0.6,0.74,1.0,1.0,0.93,1.0,0.02,0.96,0.98,0.94,0.92,0.84,0.87,0.9
mimosa.csv,0.73,0.74,0.84,0.61,0.6,0.65,0.79,0.57,0.68,0.79,0.0,0.75,0.72,0.65,0.59,0.65,0.65,0.68,0.96
mptvseries.csv,0.72,0.75,0.52,0.49,0.47,0.59,0.0,0.55,0.74,0.78,0.43,0.66,0.3,0.61,0.81,0.71,0.83,0.76,0.75
ogre.csv,0.96,1.0,0.95,1.0,0.93,1.0,0.9,1.0,0.0,1.0,1.0,0.96,1.0,0.97,0.99,1.0,0.98,0.96,1.0
openfrag.csv,0.88,0.87,0.72,0.67,0.58,0.64,0.45,1.0,1.12,0.66,0.77,0.73,0.67,0.68,0.56,0.06,0.51,0.72,0.64
qdvdauthor.csv,0.87,0.71,0.76,0.72,0.89,0.81,0.48,0.73,0.85,0.71,0.68,0.78,0.64,0.79,0.73,0.56,0.59,0.74,0.07
qse.csv,0.44,0.61,0.6,0.47,0.47,0.5,0.51,0.74,1.01,0.81,0.43,0.8,0.06,0.58,0.46,0.65,0.69,0.71,0.55
sauerbraten.csv,0.04,0.85,0.67,0.53,0.45,0.64,0.7,0.74,1.25,0.66,0.5,0.68,0.43,0.62,0.79,0.59,0.66,0.73,0.71
toped.csv,0.92,0.87,0.95,0.78,0.8,0.59,0.64,0.0,1.19,0.67,1.0,0.84,0.87,0.42,0.69,0.47,0.61,0.69,0.64
truevision.csv,0.67,0.51,0.52,0.56,0.44,0.85,0.48,0.88,0.85,0.64,0.5,0.62,0.53,0.11,0.58,0.53,0.69,0.66,0.7
zoolib.csv,0.49,0.94,0.93,0.6,0.65,0.88,0.74,0.62,0.97,0.75,0.76,0.83,0.74,0.87,0.19,0.83,0.76,0.86,0.81
