,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.64,0.08,0.0,0.5,0.37,0.45,0.42,0.45,0.29,0.56,0.42,0.54,0.49,0.61,0.26,0.64,0.99,0.34,0.52
autat.csv,0.79,0.2,0.11,0.25,0.26,0.34,0.26,0.37,0.03,0.94,0.05,0.31,0.49,0.05,0.03,0.24,0.22,0.16,0.18
brlcad.csv,0.13,0.76,0.66,0.15,0.05,0.66,0.68,0.27,0.76,0.5,0.21,0.29,0.34,0.45,0.45,0.38,0.36,0.54,0.6
delphilhlplib.csv,0.74,1.0,1.0,0.54,0.79,0.52,0.68,0.86,0.22,0.5,0.42,0.7,0.91,0.61,0.81,0.62,0.69,0.5,0.52
exordium.csv,0.46,0.36,0.28,0.19,1.0,0.52,0.16,0.51,0.05,0.5,0.37,0.22,0.54,0.29,0.16,0.17,0.19,0.55,0.08
fltk.csv,0.85,0.35,0.34,0.93,0.53,0.52,0.53,0.57,0.12,0.25,0.82,0.38,0.74,0.24,0.19,0.53,0.37,0.34,0.35
google-web-toolkit.csv,0.1,0.3,0.13,0.47,0.42,0.76,0.21,0.33,0.13,0.25,0.37,0.25,0.46,0.26,0.19,0.2,0.43,0.98,0.4
gzigzag.csv,0.56,0.04,0.23,0.41,0.53,0.93,0.32,0.27,0.29,0.38,0.21,0.16,0.77,0.18,0.13,0.18,0.16,0.29,0.22
irrlicht.csv,0.87,0.98,0.53,0.94,0.95,0.72,0.79,0.94,0.94,1.0,1.0,1.0,1.0,0.87,0.94,0.98,0.93,0.92,0.9
mimosa.csv,0.62,0.69,0.91,0.69,0.89,0.59,0.84,0.65,0.54,0.56,1.0,0.65,0.83,0.74,0.77,0.71,0.76,0.6,0.82
mptvseries.csv,0.9,0.73,0.66,0.69,0.63,0.55,1.0,0.57,0.46,0.31,0.76,0.43,0.74,0.66,0.19,0.29,0.36,0.28,0.35
ogre.csv,1.0,1.0,0.92,1.0,0.95,1.0,1.0,0.96,1.0,0.94,1.0,0.92,1.0,1.0,1.0,1.0,0.97,0.95,0.98
openfrag.csv,0.97,0.93,0.62,0.81,0.89,0.62,0.84,0.96,0.5,0.56,0.89,0.64,0.89,0.68,0.61,0.97,0.73,0.74,0.72
qdvdauthor.csv,0.23,0.41,0.38,0.46,0.37,0.21,0.68,0.27,0.31,0.5,0.34,0.31,0.49,0.39,0.29,0.48,0.58,0.37,0.92
qse.csv,0.85,0.52,0.47,0.64,0.84,0.55,0.53,0.69,0.13,0.19,0.58,0.21,0.94,0.42,0.58,0.35,0.34,0.33,0.48
sauerbraten.csv,1.0,0.85,0.42,0.66,0.79,0.41,0.37,0.69,0.25,0.38,0.61,0.36,0.63,0.39,0.23,0.41,0.37,0.35,0.52
toped.csv,0.97,0.68,0.96,0.9,1.0,0.62,0.74,1.0,0.35,0.69,1.0,0.83,0.94,0.79,0.9,0.56,0.78,0.77,0.72
truevision.csv,0.95,0.83,0.57,0.47,0.84,0.93,0.68,0.59,0.15,0.56,0.53,0.42,0.63,0.89,0.45,0.67,0.39,0.52,0.38
zoolib.csv,0.54,0.06,0.08,0.41,0.42,0.14,0.26,0.39,0.03,0.25,0.24,0.18,0.26,0.13,0.81,0.17,0.24,0.15,0.2
