,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.67,0.12,0.0,0.4,0.39,0.42,0.52,0.33,0.25,0.53,0.14,0.55,0.32,0.31,0.12,0.91,0.02,0.31,0.37
autat.csv,0.46,0.15,0.06,0.15,0.07,0.14,0.03,0.11,0.0,0.0,0.43,0.29,0.09,0.01,0.01,0.02,0.18,0.13,0.21
brlcad.csv,0.42,0.04,0.5,0.35,0.11,0.63,0.68,0.56,0.5,0.71,0.48,0.18,0.38,0.72,0.46,0.45,0.69,0.52,0.47
delphilhlplib.csv,0.58,0.99,0.06,0.32,0.54,0.35,0.48,0.56,1.0,0.43,0.1,0.65,0.51,0.3,0.46,0.23,0.42,0.46,0.42
exordium.csv,0.12,0.52,0.17,0.02,0.02,0.4,0.06,0.33,0.0,0.46,0.24,0.06,0.06,0.04,0.04,0.02,0.11,0.39,0.05
fltk.csv,0.33,0.38,0.28,0.11,0.25,0.27,0.1,0.11,0.0,0.03,0.9,0.29,0.17,0.08,0.05,0.08,0.15,0.2,0.16
google-web-toolkit.csv,0.08,0.24,0.06,0.28,0.46,0.45,0.29,0.22,0.0,0.37,0.33,0.22,0.26,0.41,0.13,0.09,0.22,0.0,0.42
gzigzag.csv,0.38,0.09,0.39,0.17,0.2,0.01,0.32,0.22,0.25,0.28,0.17,0.16,0.32,0.31,0.1,0.0,0.09,0.18,0.16
irrlicht.csv,1.0,0.99,0.22,0.92,0.91,0.54,0.71,1.0,1.0,0.93,1.0,0.02,0.96,0.97,0.94,0.92,0.84,0.87,0.89
mimosa.csv,0.62,0.67,0.83,0.53,0.59,0.51,0.77,0.44,0.5,0.66,0.0,0.67,0.7,0.59,0.55,0.58,0.6,0.54,0.95
mptvseries.csv,0.71,0.7,0.39,0.38,0.29,0.39,0.0,0.33,0.5,0.37,0.36,0.33,0.15,0.51,0.03,0.02,0.53,0.22,0.37
ogre.csv,0.96,1.0,0.94,1.0,0.93,1.0,0.9,1.0,0.0,1.0,1.0,0.96,1.0,0.97,0.99,1.0,0.98,0.96,1.0
openfrag.csv,0.88,0.87,0.61,0.64,0.57,0.52,0.42,1.0,1.0,0.5,0.76,0.63,0.66,0.61,0.41,0.06,0.44,0.67,0.58
qdvdauthor.csv,0.42,0.39,0.44,0.48,0.62,0.15,0.35,0.11,0.5,0.5,0.19,0.35,0.38,0.51,0.18,0.23,0.42,0.37,0.0
qse.csv,0.42,0.38,0.28,0.3,0.45,0.23,0.19,0.67,0.5,0.06,0.1,0.12,0.0,0.07,0.19,0.02,0.22,0.22,0.16
sauerbraten.csv,0.04,0.84,0.33,0.41,0.39,0.25,0.29,0.67,1.0,0.21,0.31,0.24,0.21,0.14,0.13,0.06,0.2,0.32,0.53
toped.csv,0.92,0.8,0.94,0.77,0.8,0.45,0.58,0.0,1.0,0.59,1.0,0.82,0.87,0.37,0.69,0.17,0.56,0.65,0.58
truevision.csv,0.67,0.48,0.28,0.21,0.41,0.85,0.35,0.78,0.0,0.47,0.17,0.24,0.38,0.0,0.2,0.42,0.33,0.45,0.32
zoolib.csv,0.17,0.03,0.11,0.12,0.29,0.16,0.06,0.11,0.0,0.06,0.02,0.12,0.02,0.01,0.01,0.0,0.05,0.11,0.11
