,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.54,0.1,0.0,0.52,0.4,0.47,0.43,0.48,0.33,0.54,0.47,0.52,0.52,0.62,0.3,0.29,0.99,0.38,0.54
autat.csv,0.72,0.24,0.13,0.29,0.3,0.39,0.3,0.42,0.04,0.95,0.06,0.35,0.54,0.06,0.04,0.28,0.26,0.19,0.21
brlcad.csv,0.15,0.79,0.62,0.18,0.06,0.57,0.56,0.29,0.69,0.44,0.24,0.33,0.37,0.4,0.47,0.41,0.35,0.53,0.58
delphilhlplib.csv,0.64,0.05,0.99,0.56,0.69,0.54,0.64,0.72,0.0,0.51,0.47,0.58,0.78,0.63,0.74,0.65,0.66,0.51,0.53
exordium.csv,0.51,0.38,0.32,0.23,1.0,0.53,0.19,0.54,0.06,0.51,0.41,0.26,0.59,0.34,0.19,0.2,0.23,0.56,0.1
fltk.csv,0.81,0.38,0.38,0.92,0.56,0.55,0.58,0.61,0.15,0.29,0.34,0.42,0.76,0.28,0.23,0.58,0.42,0.38,0.4
google-web-toolkit.csv,0.12,0.34,0.16,0.51,0.44,0.71,0.24,0.37,0.16,0.28,0.41,0.29,0.5,0.29,0.23,0.24,0.47,0.98,0.43
gzigzag.csv,0.57,0.05,0.26,0.46,0.57,0.94,0.36,0.31,0.33,0.42,0.25,0.19,0.75,0.21,0.16,0.22,0.19,0.33,0.26
irrlicht.csv,0.0,0.05,0.57,0.3,0.33,0.65,0.59,0.0,0.0,0.27,0.0,1.0,0.17,0.13,0.24,0.3,0.47,0.42,0.37
mimosa.csv,0.55,0.57,0.49,0.63,0.72,0.57,0.55,0.63,0.53,0.5,1.0,0.54,0.61,0.64,0.67,0.62,0.64,0.57,0.2
mptvseries.csv,0.63,0.57,0.65,0.67,0.64,0.56,1.0,0.59,0.47,0.35,0.73,0.46,0.76,0.62,0.23,0.34,0.38,0.32,0.38
ogre.csv,0.17,0.0,0.24,0.0,0.27,0.0,0.36,0.0,1.0,0.0,0.0,0.17,0.0,0.13,0.05,0.0,0.09,0.17,0.0
openfrag.csv,0.4,0.42,0.55,0.65,0.73,0.59,0.77,0.0,0.0,0.55,0.58,0.56,0.67,0.59,0.61,0.96,0.69,0.59,0.63
qdvdauthor.csv,0.26,0.44,0.41,0.47,0.37,0.25,0.67,0.31,0.34,0.5,0.38,0.35,0.51,0.41,0.33,0.52,0.58,0.4,0.93
qse.csv,0.78,0.54,0.51,0.65,0.76,0.58,0.57,0.57,0.15,0.23,0.62,0.25,0.95,0.47,0.61,0.4,0.38,0.37,0.52
sauerbraten.csv,0.99,0.46,0.45,0.64,0.75,0.45,0.41,0.57,0.0,0.42,0.62,0.4,0.66,0.44,0.27,0.46,0.41,0.39,0.51
toped.csv,0.3,0.46,0.24,0.57,0.56,0.6,0.64,1.0,0.0,0.61,0.0,0.48,0.42,0.75,0.65,0.6,0.68,0.62,0.63
truevision.csv,0.69,0.74,0.59,0.51,0.77,0.46,0.67,0.44,0.18,0.55,0.57,0.46,0.63,0.91,0.49,0.65,0.43,0.53,0.42
zoolib.csv,0.58,0.07,0.1,0.46,0.46,0.17,0.3,0.44,0.04,0.29,0.28,0.21,0.3,0.16,0.84,0.2,0.28,0.18,0.24
