,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.38,0.71,0.36,0.12,0.47,0.98,0.43,0.67
archive-crawler.csv,0.46,0.37,0.61,0.52,0.97,0.82,0.53,0.74
jcae.csv,0.1,0.72,0.0,0.15,0.11,0.18,0.47,0.5
openmalaria.csv,0.69,0.49,0.66,1.0,0.6,0.66,0.57,0.77
popeye-chess.csv,0.5,0.45,1.0,0.71,0.56,0.77,0.69,0.78
rhex.csv,0.86,0.58,0.17,0.09,0.6,0.12,0.41,0.54
rocrail.csv,0.29,0.13,0.34,0.15,0.26,0.2,0.25,1.0
truevision.csv,0.47,0.24,0.75,0.67,0.56,0.4,0.97,0.64
