,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.37,0.16,0.32,0.19,0.93,0.31
l2j.csv,0.72,0.51,0.55,0.81,0.78,0.99
mule.csv,0.99,0.16,0.15,0.35,0.41,0.18
springside.csv,0.72,0.96,0.52,0.77,0.61,0.19
swtfox.csv,0.36,0.78,1.0,0.27,0.6,0.55
twostep.csv,0.53,0.45,0.42,1.0,0.69,0.47
