,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.65,0.84,0.75,0.81,0.07,0.69
l2j.csv,0.57,0.55,0.96,0.72,0.62,0.02
mule.csv,0.02,0.84,0.88,0.67,0.65,0.82
springside.csv,0.65,0.05,0.68,0.41,0.57,0.82
swtfox.csv,0.76,0.85,0.0,0.82,0.76,0.8
twostep.csv,0.63,0.79,0.72,0.0,0.48,0.66
