,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.18,0.1,0.32,0.09,0.0,0.04
l2j.csv,0.49,0.26,0.85,0.69,0.58,0.01
mule.csv,0.02,0.02,0.22,0.16,0.27,0.07
springside.csv,0.59,0.02,0.49,0.33,0.41,0.14
swtfox.csv,0.4,0.82,0.0,0.38,0.65,0.66
twostep.csv,0.41,0.56,0.43,0.0,0.36,0.39
