,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.5,0.24,0.35,0.29,0.96,0.47
l2j.csv,0.71,0.51,0.38,0.54,0.48,0.99
mule.csv,0.99,0.27,0.2,0.43,0.39,0.3
springside.csv,0.69,0.96,0.45,0.66,0.46,0.31
swtfox.csv,0.44,0.46,1.0,0.28,0.37,0.61
twostep.csv,0.59,0.35,0.4,1.0,0.53,0.58
