,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,490.0,2.0,3.0,0.0,1.0,0.0,68.0,0.0,0.0
ctrlr.csv,490.0,1.0,0.0,8.0,0.0,119.0,68.0,0.0,0.0
empserver.csv,490.0,0.0,0.0,25.0,2.0,0.0,1.0,0.0,0.0
ffigo.csv,490.0,2.0,1.0,11.0,3.0,0.0,5.0,0.0,0.0
gmerlin.csv,115.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,51.0
skia.csv,40.0,0.0,79.0,4.0,4.0,1.0,0.0,0.0,0.0
wikipediardware.csv,366.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0
zemljanka.csv,379.0,6.0,2.0,7.0,5.0,1.0,7.0,0.0,0.0
