,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.04,0.06,0.07,0.0,0.09,0.3,0.07,0.11,0.0
ctrlr.csv,0.01,0.48,0.0,0.13,0.02,0.0,0.17,0.22,0.86
empserver.csv,0.78,0.0,0.34,0.3,0.36,0.32,0.26,0.22,0.14
ffigo.csv,0.1,0.33,0.19,0.3,0.45,0.0,0.39,0.33,0.14
gmerlin.csv,0.43,0.24,0.19,0.32,0.0,0.18,0.26,0.0,0.14
skia.csv,0.15,0.33,0.12,0.35,0.11,0.25,0.0,0.11,0.0
wikipediardware.csv,0.97,0.79,0.73,0.81,0.61,0.48,0.89,0.78,0.07
zemljanka.csv,1.0,0.88,0.95,1.0,0.8,0.93,0.93,0.0,0.93
