,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.48,0.3,0.21,0.33,0.18,0.23,0.0,0.24,0.02,0.03,0.69,0.56,0.25,0.4,0.11,0.59,0.5
emeraldemu.csv,0.89,0.58,0.82,1.0,0.16,0.23,0.4,0.71,0.35,0.72,0.67,0.04,0.2,0.0,0.5,0.03,0.5
grafx2.csv,0.9,0.72,0.64,0.75,0.32,0.35,0.53,0.66,0.48,0.66,0.65,0.78,0.62,0.72,0.82,0.79,0.75
jahshakafx.csv,0.87,0.72,0.94,0.71,0.38,0.27,0.47,0.81,0.56,0.53,0.67,0.41,0.66,0.67,0.68,0.71,1.0
kindb.csv,0.9,0.67,0.94,0.71,0.58,0.52,0.93,0.85,0.73,0.72,0.84,0.41,0.82,0.35,0.63,0.85,1.0
maya-work-in-progress.csv,0.93,0.87,0.76,0.79,0.9,0.55,0.93,0.9,0.78,0.88,0.98,0.93,0.85,0.81,0.75,0.76,0.75
novembre.csv,0.46,0.46,0.24,0.33,0.08,0.25,0.67,0.44,0.63,0.44,0.39,0.37,0.1,0.26,0.38,0.35,0.75
ns-3.csv,0.75,0.66,0.09,0.08,0.42,0.68,1.0,0.35,0.66,0.44,0.53,1.0,0.83,0.86,0.64,0.88,0.75
nullc.csv,0.72,1.0,1.0,1.0,0.64,0.49,0.73,0.71,0.59,0.31,0.73,0.37,0.69,0.74,0.68,0.59,0.75
open-beos.csv,0.93,0.78,0.7,0.71,0.5,0.47,0.67,0.82,0.66,0.38,0.37,0.96,0.69,0.95,0.72,1.0,0.75
pixel-commandos.csv,0.04,0.53,0.21,0.46,0.18,0.16,0.33,0.17,0.12,0.09,0.06,0.0,0.13,0.35,0.43,0.29,1.0
planeshift.csv,0.99,0.97,0.94,0.92,0.86,0.63,0.73,0.77,0.88,0.66,0.71,0.81,0.68,0.72,0.75,0.85,0.5
plee-the-bear.csv,0.81,0.42,0.76,0.04,0.52,0.57,0.53,0.57,0.71,0.69,0.59,0.56,0.61,0.63,0.51,0.65,0.75
reaper-ecad.csv,0.6,0.62,0.76,0.75,0.3,0.12,0.27,0.44,0.26,0.03,0.24,0.0,0.38,0.28,0.41,0.21,0.5
sbml.csv,0.63,0.77,0.82,1.0,0.4,0.57,0.87,0.9,0.72,0.91,0.73,1.0,0.82,0.79,0.83,0.97,1.0
unimrcp.csv,0.88,0.73,0.73,0.96,0.4,0.47,0.87,0.74,0.55,0.75,0.9,0.81,0.58,0.47,0.61,0.74,0.5
unladen-swallow.csv,0.22,0.45,0.45,0.08,0.12,0.3,0.53,0.41,0.35,0.38,0.24,0.7,0.37,0.44,0.13,0.41,0.25
