,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,10.0,1.0,11.0,4.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0
emeraldemu.csv,55.0,11.0,60.0,69.0,0.0,1.0,2.0,1.0,4.0,7.0,0.0,1.0,0.0,80.0,0.0,0.0,6.0
grafx2.csv,53.0,1.0,35.0,17.0,0.0,0.0,1.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
jahshakafx.csv,1.0,5.0,32.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kindb.csv,1.0,53.0,91.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,6.0
maya-work-in-progress.csv,64.0,2.0,85.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,39.0
novembre.csv,5.0,23.0,5.0,9.0,0.0,1.0,2.0,13.0,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
ns-3.csv,33.0,3.0,11.0,3.0,0.0,2.0,3.0,2.0,4.0,4.0,0.0,12.0,1.0,2.0,7.0,2.0,56.0
nullc.csv,18.0,3.0,58.0,80.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,8.0,2.0,5.0,1.0,3.0,13.0
open-beos.csv,2.0,12.0,26.0,10.0,0.0,3.0,2.0,36.0,2.0,1.0,1.0,8.0,1.0,2.0,0.0,2.0,26.0
pixel-commandos.csv,1.0,0.0,19.0,30.0,0.0,0.0,2.0,14.0,3.0,0.0,2.0,100.0,0.0,3.0,0.0,2.0,0.0
planeshift.csv,103.0,3.0,106.0,66.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,17.0,1.0,0.0,1.0,2.0,33.0
plee-the-bear.csv,0.0,2.0,10.0,3.0,1.0,2.0,1.0,24.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,34.0
reaper-ecad.csv,0.0,11.0,42.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,1.0
sbml.csv,35.0,22.0,22.0,28.0,0.0,0.0,1.0,8.0,2.0,14.0,1.0,13.0,0.0,3.0,0.0,5.0,14.0
unimrcp.csv,7.0,0.0,87.0,54.0,0.0,0.0,4.0,0.0,2.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,27.0
unladen-swallow.csv,3.0,5.0,12.0,4.0,0.0,3.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0
