,recall,precision,pf,pci_20,ifa,wins
cornerstone.csv,0.25,0.6,0.08,0.75,1.0,15
emeraldemu.csv,0.5,0.5,0.13,0.53,2.0,7
grafx2.csv,0.66,0.52,0.31,0.47,1.0,10
jahshakafx.csv,0.67,0.58,0.27,0.41,0.0,12
kindb.csv,0.73,0.52,0.38,0.38,1.0,6
maya-work-in-progress.csv,0.85,0.42,0.54,0.38,1.0,4
novembre.csv,0.38,0.58,0.16,0.67,1.0,13
ns-3.csv,0.66,0.46,0.5,0.45,3.0,2
nullc.csv,0.71,0.46,0.46,0.48,3.0,3
open-beos.csv,0.71,0.57,0.37,0.44,2.0,9
pixel-commandos.csv,0.18,0.62,0.09,0.88,2.0,16
planeshift.csv,0.77,0.43,0.61,0.42,2.0,1
plee-the-bear.csv,0.59,0.52,0.49,0.44,2.0,5
reaper-ecad.csv,0.3,0.64,0.05,0.57,1.0,14
sbml.csv,0.82,0.45,0.64,0.41,5.0,0
unimrcp.csv,0.73,0.51,0.38,0.45,1.0,8
unladen-swallow.csv,0.37,0.56,0.16,0.56,1.0,11
