,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.71,0.04,0.84,0.0,0.35
mediaportal.csv,0.5,0.48,0.27,0.42,0.47
poormans.csv,0.56,0.43,0.29,0.33,0.6
smartgwt.csv,0.56,0.58,0.81,0.37,0.46
sqlpower-library.csv,0.73,0.22,0.7,0.33,0.41
