,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,95.5,88.5,98.5,0.0,99.0
mediaportal.csv,89.5,98.5,98.5,773.0,190.0
poormans.csv,89.5,99.0,98.5,790.0,190.0
smartgwt.csv,95.5,99.0,98.5,691.5,486.5
sqlpower-library.csv,98.5,99.0,98.5,987.5,99.0
