,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.84,0.71,0.58,0.55,0.45,0.61,0.66
encog-java.csv,0.41,0.91,0.97,0.73,0.8,0.88,0.89
galaxium.csv,0.63,0.48,0.65,0.62,0.67,0.62,0.31
h2database.csv,0.49,0.39,0.89,0.47,0.82,0.87,0.86
haphazard.csv,0.63,0.88,0.59,0.68,0.82,0.52,0.95
jaql.csv,0.53,0.58,0.71,0.41,0.59,0.75,0.5
raven-monitoring.csv,0.89,0.82,0.39,0.76,0.96,0.64,0.82
