,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.38,0.83,0.98,0.52,0.23,0.07,0.43,0.28,0.81,0.45,0.9,0.23,0.9,0.73,0.83,0.22
arsenal-1.csv,0.33,0.59,0.6,1.0,0.0,0.05,0.7,0.24,0.84,0.55,1.0,0.32,0.0,0.76,0.88,0.27
bnetd.csv,0.3,0.75,0.54,0.56,0.11,0.05,1.0,0.28,0.8,0.46,0.97,0.29,0.76,0.82,0.83,0.42
cascading.csv,0.28,0.89,0.64,0.38,0.0,0.06,0.83,0.27,0.99,0.73,0.92,0.22,0.94,0.79,0.87,0.39
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
free-evolution.csv,0.15,0.78,0.4,0.5,0.12,0.0,0.47,0.43,0.62,0.5,0.95,0.97,0.88,0.67,0.79,0.15
gnome-jabber.csv,0.31,0.79,0.45,0.47,0.1,0.04,0.52,0.44,0.77,0.36,0.98,0.28,0.66,0.7,0.85,0.32
guineu.csv,1.0,0.76,0.29,0.67,0.05,0.09,0.67,0.33,0.75,0.89,0.95,0.29,0.0,0.76,0.91,0.33
ipfilter.csv,0.25,0.74,0.44,0.46,0.06,0.05,0.43,0.36,0.8,0.3,0.94,0.21,0.98,0.72,0.87,0.29
jruby.csv,0.41,0.82,0.43,0.55,0.07,0.0,0.49,0.31,0.78,0.34,0.95,0.27,0.66,0.7,0.99,0.3
l2j.csv,0.4,0.79,0.55,0.49,0.13,0.02,0.68,0.37,0.78,0.48,0.97,0.21,0.71,1.0,0.86,0.45
libmesh.csv,0.29,0.56,0.48,0.45,0.0,0.04,0.53,0.89,0.82,0.36,0.0,0.0,0.86,0.64,0.92,0.26
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stajistics.csv,0.19,0.67,0.4,0.6,0.09,0.07,0.71,0.31,0.81,0.41,0.94,0.23,0.53,0.75,0.8,1.0
twostep.csv,0.31,0.85,0.92,0.54,0.13,0.0,0.75,0.33,0.78,1.0,0.97,0.29,1.0,0.77,0.85,0.44
x4x.csv,0.44,0.98,0.52,0.48,0.09,0.08,0.5,0.36,0.77,0.33,0.94,0.28,0.7,0.76,0.85,0.38
