,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.42,0.38,0.15,0.22,0.03
encog-java.csv,0.0,0.03,0.54,0.01,0.03
h2database.csv,0.12,0.0,0.12,0.11,0.05
jaql.csv,0.26,0.34,0.23,0.01,0.6
raven-monitoring.csv,0.43,0.44,0.0,0.4,0.74
