,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.61,0.58,0.26,0.45,0.91
encog-java.csv,0.82,0.11,0.6,0.02,0.06
h2database.csv,0.16,0.94,0.06,0.15,0.07
jaql.csv,0.55,0.47,0.17,0.97,0.55
raven-monitoring.csv,0.43,0.38,0.89,0.34,0.56
