,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.73,0.56,0.92,0.8,0.57,0.41,0.46,0.75,0.79,0.39,0.33,1.0,0.61,0.58,0.59,0.59,0.6,0.72,0.68
dspace-gsoc.csv,0.5,0.38,0.62,0.45,0.57,0.41,0.45,0.75,0.5,0.33,0.56,0.8,1.0,0.43,0.49,0.29,0.2,0.25,0.68
grisbi.csv,0.87,0.75,0.83,0.49,0.86,0.65,0.66,1.0,0.88,0.98,0.67,1.0,0.89,0.66,0.64,0.77,0.8,0.86,0.95
maidsafe-dht.csv,0.07,0.06,0.38,0.01,1.0,0.0,0.13,0.5,0.15,0.2,0.0,0.0,0.0,0.02,0.06,0.3,0.0,0.14,0.0
mesa3d.csv,0.39,0.04,0.25,0.6,0.5,0.59,0.35,0.5,0.15,0.24,0.67,0.4,0.08,0.14,0.37,0.86,0.8,0.39,0.21
n2cms.csv,0.35,0.96,0.42,0.18,0.5,0.24,0.45,0.58,0.37,0.53,0.44,0.6,0.19,0.63,0.38,0.07,0.6,0.22,0.26
nassp.csv,0.25,0.31,0.33,0.05,0.36,0.0,0.21,0.92,0.51,0.44,0.22,0.4,0.17,0.35,0.14,0.45,0.4,0.08,0.42
ninject.csv,0.41,0.19,0.0,0.08,0.14,0.0,0.05,0.0,0.24,0.0,0.0,0.0,0.06,0.0,0.0,0.16,1.0,0.0,0.68
nug.csv,1.0,0.48,0.58,0.89,0.29,0.94,0.45,0.33,0.21,0.18,0.0,0.2,0.22,0.25,0.46,0.58,0.4,0.31,0.53
nuttx.csv,0.79,0.73,0.96,1.0,0.93,0.88,0.63,0.92,0.53,0.8,0.56,0.8,0.58,0.6,0.47,0.62,0.8,0.89,0.89
oorexx.csv,0.46,0.46,0.54,0.78,0.71,0.53,0.49,0.75,0.5,0.55,0.78,0.8,0.58,0.42,0.52,0.39,0.6,0.97,0.32
oppna-program-hsatools.csv,1.0,1.0,1.0,0.7,1.0,0.94,0.89,1.0,0.98,0.91,0.11,0.8,1.0,0.75,0.89,0.88,1.0,0.92,0.95
redshell.csv,0.92,0.67,1.0,0.98,0.71,0.82,1.0,0.25,0.36,0.64,0.89,0.8,0.75,0.55,0.46,0.59,0.6,0.53,0.42
super-tux.csv,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,1.0,0.83,1.0,1.0,0.6,1.0,0.74
tart.csv,0.0,0.0,0.08,0.0,0.07,0.0,0.04,0.0,0.18,0.06,0.0,1.0,0.03,0.05,0.05,0.0,0.0,0.03,0.0
tcvp.csv,0.0,0.15,0.0,0.1,0.21,0.24,0.11,0.33,0.14,0.18,1.0,0.0,0.11,0.02,0.06,0.19,0.0,0.22,0.42
vdsf.csv,0.86,0.9,0.88,0.95,0.93,1.0,0.92,1.0,0.94,0.95,1.0,1.0,0.97,0.94,0.95,0.88,0.8,0.94,0.68
web-cat.csv,0.0,0.17,0.38,0.06,0.64,0.35,0.58,0.5,0.5,0.61,0.44,1.0,0.22,0.68,0.43,0.38,0.4,0.47,0.95
zabbix.csv,0.99,0.75,0.71,0.68,0.86,0.65,0.71,0.75,0.78,0.85,0.22,0.8,0.69,0.98,0.9,0.74,0.6,0.67,0.68
