,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.75,0.54,0.45,0.05,1.0,0.59
kmess.csv,0.36,0.52,0.48,0.12,0.55,0.99
minig.csv,0.39,0.51,0.98,0.13,0.6,0.67
ossbuild.csv,0.06,1.0,0.34,1.0,0.33,0.68
rezilla.csv,1.0,0.45,0.36,0.08,0.43,0.64
webdriver.csv,0.18,1.0,0.42,0.17,0.6,0.67
