,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.43,0.94,0.16,0.49,0.47,0.63,0.29,0.17,0.69,0.75,0.63,0.96,0.67
cuberok.csv,0.17,0.65,0.09,0.5,0.95,0.64,0.48,0.17,0.62,0.44,0.58,0.12,0.33
exist.csv,0.0,0.96,0.15,0.5,0.0,0.68,0.41,0.25,0.99,0.75,0.61,0.0,0.0
google-web-toolkit.csv,0.19,0.73,0.06,0.58,0.35,0.56,0.33,0.28,0.7,0.44,0.99,0.16,0.59
gwanted.csv,0.21,1.0,0.03,0.53,0.67,0.53,0.34,1.0,0.83,0.33,0.62,0.0,0.29
ivatamasks.csv,0.36,1.0,0.09,0.49,0.45,0.54,0.41,0.24,0.7,0.56,0.59,0.07,0.35
ivataopenportal.csv,0.35,0.6,0.07,0.45,0.42,0.97,0.3,0.15,0.61,0.52,0.55,0.17,0.4
jaxen.csv,0.0,0.0,1.0,0.0,0.33,1.0,0.24,0.32,0.76,0.0,0.52,0.5,1.0
rockbox.csv,0.14,0.71,0.08,0.0,0.52,0.74,0.35,0.11,0.68,0.57,0.58,0.14,0.95
rodin-b-sharp.csv,1.0,0.69,0.25,0.45,0.43,0.6,1.0,0.05,0.77,0.33,0.47,0.0,0.4
tcl.csv,0.09,0.35,0.0,0.97,0.4,0.36,0.48,0.14,0.11,0.0,0.56,0.0,0.0
umber.csv,1.0,0.85,0.29,0.5,0.35,0.55,0.29,0.23,0.63,0.61,0.63,0.21,0.75
wheat.csv,0.45,0.8,0.09,0.0,0.17,0.56,0.25,0.2,0.47,1.0,0.59,0.1,0.26
