,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.57,0.59,0.68,0.4,0.47,0.66,0.73,0.69,0.57,0.75,0.68,0.96,0.67
cuberok.csv,0.94,0.52,0.57,0.36,0.59,0.82,0.5,0.7,0.45,0.72,0.56,0.71,0.72
exist.csv,0.91,0.84,0.85,0.78,0.0,0.74,0.88,0.92,0.46,0.75,0.82,0.0,0.0
google-web-toolkit.csv,0.45,0.46,0.61,0.36,0.75,0.54,0.72,0.59,0.63,0.89,0.51,0.9,0.41
gwanted.csv,0.4,0.86,0.45,0.49,0.67,0.94,0.97,0.96,0.96,0.83,0.46,0.0,0.93
ivatamasks.csv,0.36,0.44,0.39,0.36,0.58,0.41,0.43,0.49,0.47,0.41,0.44,0.97,0.5
ivataopenportal.csv,0.44,0.75,0.85,0.58,0.53,0.56,0.54,0.52,0.47,0.44,0.55,0.72,0.9
jaxen.csv,0.0,0.0,0.8,0.0,0.83,0.0,0.96,0.95,0.94,0.0,0.96,0.5,0.0
rockbox.csv,0.67,0.86,0.92,0.67,0.39,0.96,0.55,0.75,0.42,0.37,0.51,0.56,0.45
rodin-b-sharp.csv,0.88,0.6,0.75,0.38,0.93,0.93,0.68,0.95,0.96,0.67,0.98,0.89,0.8
tcl.csv,0.91,0.97,0.92,0.51,0.8,0.98,0.98,0.97,0.89,0.0,0.97,0.91,0.86
umber.csv,0.58,0.55,0.86,0.37,0.43,0.58,0.47,0.81,0.6,0.42,0.72,0.5,0.75
wheat.csv,0.55,0.8,0.65,0.0,0.83,0.5,0.69,0.66,0.57,0.5,0.64,0.68,0.67
