,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.56,0.38,0.63,0.46,0.45,0.27,0.2,0.25,0.45,0.13,0.29,0.97,0.13
cuberok.csv,0.19,0.51,0.71,0.09,0.95,0.3,0.69,0.33,0.59,0.32,0.46,0.4,0.35
exist.csv,0.0,0.28,0.45,0.27,0.0,0.27,0.24,0.13,0.97,0.13,0.22,0.0,0.0
google-web-toolkit.csv,0.43,0.66,0.43,0.63,0.35,0.52,0.34,0.64,0.51,0.17,0.98,0.25,0.57
gwanted.csv,0.42,0.09,0.31,0.6,0.11,0.1,0.11,0.97,0.21,0.09,0.6,0.0,0.24
ivatamasks.csv,0.74,1.0,0.72,0.21,0.61,0.51,0.6,0.62,0.57,0.53,0.54,0.1,0.4
ivataopenportal.csv,0.7,0.4,0.44,0.39,0.61,0.99,0.42,0.49,0.57,0.49,0.48,0.52,0.25
jaxen.csv,0.0,0.0,1.0,0.0,0.11,0.01,0.06,0.25,0.15,0.0,0.07,0.05,0.06
rockbox.csv,0.19,0.06,0.24,0.0,0.57,0.18,0.4,0.17,0.66,0.57,0.4,0.41,0.99
rodin-b-sharp.csv,0.48,0.5,0.24,0.0,0.31,0.1,0.98,0.05,0.21,0.05,0.16,0.0,0.13
tcl.csv,0.06,0.14,0.0,0.93,0.11,0.21,0.23,0.21,0.01,0.0,0.11,0.0,0.0
umber.csv,1.0,0.46,0.45,0.39,0.5,0.3,0.37,0.25,0.36,0.64,0.27,0.65,0.37
wheat.csv,0.57,0.28,0.44,0.0,0.11,0.44,0.27,0.33,0.41,1.0,0.39,0.39,0.37
