,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,13.0,0.0,9.0,1.0,1.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,1.0
cuberok.csv,13.0,2.0,36.0,0.0,0.0,1.0,4.0,8.0,4.0,0.0,1.0,15.0,6.0
exist.csv,73.0,0.0,7.0,4.0,56.0,0.0,0.0,8.0,0.0,1.0,0.0,168.0,50.0
google-web-toolkit.csv,1.0,0.0,29.0,2.0,1.0,2.0,1.0,11.0,2.0,3.0,0.0,17.0,4.0
gwanted.csv,3.0,0.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,168.0,10.0
ivatamasks.csv,16.0,0.0,31.0,0.0,4.0,3.0,0.0,8.0,0.0,1.0,0.0,19.0,3.0
ivataopenportal.csv,5.0,0.0,21.0,3.0,3.0,0.0,1.0,11.0,7.0,0.0,6.0,8.0,1.0
jaxen.csv,73.0,144.0,0.0,78.0,3.0,0.0,7.0,9.0,0.0,51.0,1.0,1.0,0.0
rockbox.csv,10.0,0.0,7.0,78.0,1.0,0.0,2.0,11.0,0.0,1.0,0.0,6.0,0.0
rodin-b-sharp.csv,0.0,0.0,3.0,0.0,3.0,0.0,0.0,15.0,2.0,1.0,2.0,168.0,2.0
tcl.csv,10.0,2.0,86.0,0.0,1.0,0.0,1.0,18.0,7.0,51.0,3.0,168.0,50.0
umber.csv,0.0,1.0,2.0,0.0,4.0,0.0,10.0,9.0,10.0,0.0,0.0,3.0,0.0
wheat.csv,4.0,2.0,19.0,78.0,5.0,0.0,2.0,7.0,4.0,0.0,2.0,14.0,14.0
