,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.24,0.04,0.2,0.45,0.29,0.14,0.25,0.22,0.25,0.04,0.2,0.01,0.03
cuberok.csv,0.27,0.7,0.51,0.98,0.03,0.15,0.47,0.29,0.48,0.42,0.46,0.46,0.38
exist.csv,0.2,0.02,0.13,0.22,0.0,0.11,0.16,0.07,0.01,0.04,0.18,0.01,0.0
google-web-toolkit.csv,0.69,0.57,0.41,0.48,0.37,0.41,0.34,0.34,0.27,0.21,0.01,0.18,0.22
gwanted.csv,0.82,0.0,0.84,0.57,0.03,0.08,0.09,0.0,0.05,0.17,0.66,0.01,0.31
ivatamasks.csv,0.51,0.0,0.49,0.95,0.49,0.46,0.52,0.43,0.31,0.5,0.54,0.19,0.41
ivataopenportal.csv,0.51,0.53,0.3,0.42,0.63,0.03,0.55,0.65,0.49,0.54,0.56,0.41,0.19
jaxen.csv,0.02,0.0,0.0,0.0,0.11,0.0,0.09,0.1,0.05,0.0,0.07,0.01,0.0
rockbox.csv,0.33,0.04,0.13,0.08,0.31,0.06,0.38,0.24,0.42,0.54,0.38,0.37,0.03
rodin-b-sharp.csv,0.0,0.47,0.04,1.0,0.23,0.06,0.0,0.14,0.07,0.08,0.21,0.06,0.09
tcl.csv,0.18,0.47,0.15,0.02,0.09,0.33,0.12,0.23,0.09,0.0,0.1,0.08,0.22
umber.csv,0.0,0.15,0.06,0.88,0.69,0.23,0.48,0.15,0.25,0.54,0.19,0.43,0.06
wheat.csv,0.22,0.13,0.26,0.0,0.29,0.32,0.41,0.24,0.6,0.0,0.35,0.54,0.62
