,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,1.0,0.2,0.33,0.69,0.62,0.74,0.46,0.42
fceugc.csv,0.27,0.36,1.0,0.81,0.74,0.76,0.48,0.75
ftm.csv,0.23,0.28,0.41,0.69,0.66,0.77,1.0,0.64
google-gears.csv,0.25,0.34,0.4,0.7,0.66,0.98,0.6,0.74
jaolt.csv,0.23,0.42,0.42,1.0,0.66,0.81,0.59,0.65
jcache.csv,0.0,0.33,0.33,0.75,0.38,0.0,0.33,1.0
kmess.csv,0.23,0.21,0.33,0.85,1.0,0.73,0.44,0.4
xmemcached.csv,0.24,1.0,0.41,0.81,0.68,0.77,0.51,1.0
