,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.94,0.65,1.0,0.64,0.82,0.83,0.95,0.79
fceugc.csv,0.58,0.22,1.0,0.3,0.55,0.36,0.41,0.35
ftm.csv,0.2,0.22,0.52,0.27,0.6,0.5,0.95,0.47
google-gears.csv,0.93,0.48,0.9,0.53,0.86,0.99,0.44,0.41
jaolt.csv,0.78,0.78,0.86,0.99,0.86,0.71,0.85,0.76
jcache.csv,0.0,0.61,0.05,0.04,0.05,0.0,0.02,1.0
kmess.csv,0.77,0.35,0.71,0.62,0.98,0.47,0.25,0.65
xmemcached.csv,0.83,0.96,0.76,0.47,0.52,0.51,0.67,0.21
