,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.49,0.05,0.48,0.63,0.26,0.36,0.86,0.75,0.4,0.47,0.54,0.57,0.53,0.26,0.64,0.19,0.86,0.5,0.39,0.75
decidr.csv,0.46,0.1,0.46,0.55,0.15,0.27,0.63,0.67,0.27,0.35,0.8,0.54,0.5,0.27,0.52,0.13,0.63,0.25,0.4,0.59
elmo.csv,0.45,0.12,0.62,0.59,0.38,0.28,0.53,0.62,0.24,0.25,0.7,0.55,0.64,0.43,0.29,0.15,0.58,0.31,0.31,0.53
gpac.csv,0.38,0.07,0.4,0.51,0.23,0.21,0.65,0.68,0.23,0.39,0.56,0.73,0.5,0.26,0.43,0.1,0.6,0.28,0.34,0.6
img-browse-sort.csv,0.62,0.08,0.58,0.67,0.29,0.35,0.85,0.83,0.52,0.53,0.6,0.71,0.7,0.29,0.64,0.18,0.84,0.58,0.4,0.86
jajuk.csv,0.48,0.11,0.44,0.78,0.21,0.32,0.68,0.74,0.39,0.53,0.56,0.55,0.57,0.26,0.55,0.14,0.84,0.32,0.39,0.7
ktc.csv,0.69,0.11,0.59,0.71,0.32,0.39,0.75,0.71,0.56,0.65,0.73,0.57,0.61,0.33,0.72,0.2,0.87,0.31,0.48,0.77
nativeclient.csv,0.56,0.08,0.58,0.65,0.2,0.3,0.88,0.79,0.45,0.47,0.59,0.66,0.67,0.29,0.54,0.14,0.72,0.37,0.37,0.75
neoengine.csv,0.65,0.07,0.6,0.69,0.23,0.28,0.85,0.72,0.51,0.49,0.69,0.56,0.57,0.33,0.64,0.15,0.89,0.32,0.46,0.63
nicepress.csv,0.55,0.11,0.4,0.53,0.24,0.33,0.69,0.68,0.46,0.64,0.69,0.54,0.5,0.26,0.71,0.18,0.63,0.26,0.47,0.61
omseek.csv,0.85,0.0,0.74,0.83,0.67,0.47,1.0,0.8,0.79,0.4,0.69,0.4,0.76,0.28,0.62,0.29,0.86,0.29,0.36,0.79
rosegarden.csv,0.56,0.08,0.42,0.6,0.21,0.31,0.83,0.74,0.54,0.48,0.56,0.67,0.61,0.27,0.54,0.16,0.68,0.34,0.39,0.61
sigil.csv,0.56,0.07,0.62,0.71,0.19,0.33,0.77,0.83,0.38,0.44,0.62,0.64,0.73,0.34,0.51,0.16,0.83,0.39,0.39,0.85
smarttag.csv,0.53,0.08,0.44,0.66,0.14,0.31,0.69,0.88,0.41,0.5,0.66,0.67,0.57,0.42,0.6,0.14,0.9,0.32,0.4,0.82
sylpheed-claws.csv,0.43,0.07,0.39,0.5,0.15,0.26,0.61,0.71,0.29,0.34,0.6,0.63,0.69,0.27,0.47,0.11,0.59,0.24,0.43,0.59
tango-cs.csv,0.48,0.06,0.47,0.53,0.15,0.32,0.64,0.73,0.32,0.35,0.63,0.6,0.62,0.24,0.57,0.14,0.74,0.21,0.52,0.62
vapor.csv,0.0,0.08,0.64,1.0,0.22,0.4,1.0,0.77,0.71,0.48,0.52,0.67,0.68,0.27,0.58,0.23,0.8,0.5,0.39,0.71
xemeiah.csv,0.58,0.08,0.42,0.5,0.31,0.31,0.89,0.72,0.4,0.44,0.59,0.6,0.53,0.27,0.72,0.24,0.85,0.29,0.41,0.8
zorannt.csv,0.53,0.11,0.64,0.73,0.38,0.24,0.75,0.76,0.37,0.42,0.73,0.62,0.66,0.33,0.49,0.19,0.93,0.38,0.45,0.68
zscreen.csv,0.53,0.12,0.52,0.49,0.25,0.37,0.9,0.73,0.42,0.37,0.6,0.54,0.73,0.26,0.49,0.17,0.79,0.24,0.4,0.73
