,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.7,0.23,0.66,0.63,0.77,0.63,0.44,0.63,0.67,0.66,0.4,0.46,0.61,0.0,0.69,0.46,0.64,0.51,0.34,0.38
decidr.csv,0.58,0.7,0.68,0.67,0.59,0.48,0.44,0.0,0.43,0.13,0.73,0.09,0.3,0.35,0.62,0.62,0.62,0.21,0.55,0.27
elmo.csv,0.41,0.61,0.17,0.5,0.53,0.52,0.37,0.18,0.35,0.28,0.42,0.24,0.25,0.47,0.12,0.48,0.31,0.6,0.23,0.39
gpac.csv,0.52,0.0,0.59,0.6,0.75,0.45,0.38,0.46,0.38,0.62,0.34,0.67,0.33,0.47,0.45,0.51,0.44,0.56,0.4,0.57
img-browse-sort.csv,0.75,0.43,0.58,0.7,0.79,0.6,0.64,0.53,0.65,0.68,0.6,0.55,0.39,0.6,0.69,0.51,0.82,0.84,0.55,0.3
jajuk.csv,0.66,0.61,0.66,0.78,0.73,0.67,0.59,0.69,0.68,0.75,0.21,0.44,0.7,0.0,0.65,0.65,0.65,0.67,0.0,0.61
ktc.csv,0.75,0.44,0.68,0.69,0.64,0.52,0.16,0.57,0.6,0.41,0.49,0.56,0.51,0.47,0.23,0.52,0.57,0.64,0.53,0.4
nativeclient.csv,0.77,0.58,0.68,0.74,0.68,0.61,0.65,0.61,0.67,0.51,0.6,0.55,0.44,0.59,0.63,0.66,0.8,0.78,0.45,0.66
neoengine.csv,0.6,0.24,0.7,0.75,0.68,0.57,0.54,0.62,0.46,0.71,0.71,0.24,0.7,0.68,0.31,0.68,0.64,0.67,0.58,0.59
nicepress.csv,0.6,0.77,0.47,0.63,0.71,0.47,0.46,0.4,0.71,0.8,0.71,0.37,0.35,0.45,0.59,0.46,0.63,0.57,0.61,0.59
omseek.csv,0.43,0.0,0.18,0.48,0.4,0.41,0.02,0.41,0.35,0.13,0.18,0.05,0.17,0.4,0.18,0.72,0.64,0.54,0.42,0.21
rosegarden.csv,0.76,0.58,0.57,0.74,0.66,0.63,0.38,0.56,0.73,0.62,0.54,0.6,0.42,0.25,0.41,0.69,0.73,0.72,0.42,0.59
sigil.csv,0.77,0.43,0.65,0.73,0.68,0.66,0.65,0.43,0.69,0.65,0.63,0.54,0.36,0.69,0.63,0.7,0.81,0.68,0.49,0.36
smarttag.csv,0.76,0.43,0.65,0.6,0.47,0.63,0.6,0.25,0.65,0.62,0.54,0.5,0.27,0.59,0.7,0.64,0.59,0.49,0.55,0.26
sylpheed-claws.csv,0.42,0.0,0.52,0.33,0.27,0.05,0.0,0.63,0.39,0.0,0.55,0.66,0.7,0.3,0.05,0.05,0.13,0.0,0.58,0.05
tango-cs.csv,0.66,0.23,0.65,0.62,0.57,0.68,0.45,0.62,0.61,0.35,0.67,0.64,0.68,0.2,0.73,0.65,0.63,0.47,0.62,0.59
vapor.csv,0.0,0.24,0.46,0.06,0.75,0.58,0.24,0.66,0.28,0.56,0.5,0.13,0.29,0.13,0.63,0.63,0.78,0.51,0.31,0.17
xemeiah.csv,0.66,0.24,0.63,0.55,0.74,0.53,0.4,0.61,0.62,0.72,0.5,0.65,0.61,0.44,0.78,0.44,0.66,0.55,0.51,0.23
zorannt.csv,0.47,0.71,0.25,0.57,0.75,0.42,0.6,0.48,0.28,0.26,0.42,0.67,0.52,0.47,0.34,0.58,0.55,0.5,0.54,0.32
zscreen.csv,0.73,0.24,0.57,0.48,0.62,0.68,0.78,0.1,0.58,0.59,0.62,0.14,0.17,0.53,0.59,0.71,0.73,0.44,0.55,0.24
