,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.48,0.68,0.65,0.65,0.27,0.63,0.67,0.96,0.34
ikvm.csv,0.36,0.82,0.43,0.38,0.0,0.32,0.37,0.69,0.25
lazarus-ccr.csv,0.82,0.38,0.46,0.29,0.56,0.0,0.28,0.84,0.43
les-indemodables.csv,0.46,0.48,0.51,0.64,0.62,0.7,0.7,0.09,0.47
metacosm.csv,0.65,0.21,0.61,0.62,0.5,0.65,0.49,0.17,0.71
micomt.csv,0.48,0.56,0.2,0.48,0.72,0.57,0.51,0.34,0.35
ontomorphtab.csv,0.48,0.51,0.72,0.69,0.5,0.68,0.46,0.24,0.66
tradelink.csv,0.53,0.36,0.32,0.67,0.77,0.64,0.64,0.0,0.13
xuggle.csv,0.6,0.65,0.38,0.73,0.27,0.49,0.53,0.11,0.56
