,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.62,0.73,0.66,0.7,0.69,0.62,0.74,0.95,0.3
ikvm.csv,0.83,0.82,0.4,0.57,0.0,0.3,0.42,0.95,0.22
lazarus-ccr.csv,0.83,0.36,0.43,0.8,0.54,1.0,0.74,0.89,0.41
les-indemodables.csv,0.58,0.59,0.54,0.61,0.62,0.7,0.79,0.07,0.44
metacosm.csv,0.67,0.18,0.57,0.65,0.46,0.65,0.47,0.14,0.7
micomt.csv,0.83,0.77,0.89,0.78,0.69,0.57,0.79,0.45,0.93
ontomorphtab.csv,0.5,0.82,0.71,0.72,0.69,0.73,0.42,0.2,0.74
tradelink.csv,0.5,0.32,0.69,0.67,0.77,0.92,0.63,0.0,0.89
xuggle.csv,0.62,0.64,0.34,0.72,0.23,0.46,0.53,0.09,0.56
