,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.83,0.83,0.9,0.49,0.67,0.83,0.83,0.92,0.83,0.66,0.92,0.66,0.92,0.97
boost-sandbox.csv,0.49,0.51,0.68,0.84,0.38,0.56,0.55,0.41,0.48,0.4,0.68,0.67,0.6,0.94
customwars.csv,0.47,0.55,0.93,0.33,0.86,0.5,0.0,0.53,0.43,0.67,0.64,0.91,0.52,0.44
dvd-create.csv,0.45,0.43,0.66,0.47,0.41,0.4,0.0,0.34,0.35,0.4,0.39,0.5,0.48,0.47
frogatto.csv,0.39,0.37,0.62,0.32,0.34,0.35,0.37,0.34,0.27,0.42,0.34,0.5,0.44,0.48
glelite.csv,0.4,0.4,0.84,0.35,0.41,0.46,0.38,0.45,0.31,0.42,0.35,0.44,0.44,0.51
go.csv,0.45,0.46,0.73,0.36,0.58,0.39,0.0,0.33,0.48,0.47,0.46,0.54,0.55,0.53
irplus.csv,0.44,0.39,0.44,0.3,0.36,0.53,0.44,0.33,0.33,0.39,0.4,0.52,0.48,0.49
lsb.csv,0.47,0.48,0.56,0.39,0.41,0.83,0.0,0.36,0.46,0.56,0.37,0.72,0.45,0.55
moving-pictures.csv,0.42,0.93,0.67,0.74,0.67,0.41,0.0,0.44,0.46,0.36,0.57,0.89,0.52,0.43
mpgravity.csv,0.4,0.41,0.6,0.94,0.38,0.39,0.61,0.33,0.33,0.42,0.31,0.42,0.53,0.51
plearn.csv,0.59,0.95,0.96,0.93,0.84,0.49,0.49,0.52,0.46,0.71,0.56,0.46,0.56,0.59
rebecca-aiml.csv,0.53,0.44,0.61,0.35,0.44,0.54,0.0,0.34,0.29,0.44,0.36,0.61,0.43,0.41
wxcode.csv,0.55,0.56,0.8,0.36,0.91,0.8,0.38,0.89,0.62,0.8,0.62,0.82,0.67,0.57
