,f1,g,recall,precision,pf,wins
autoopencas.csv,0.29,0.36,0.48,0.32,0.67,1
bacula.csv,0.51,0.62,0.63,0.49,0.41,7
elmo.csv,0.3,0.39,0.36,0.44,0.26,2
jajuk.csv,0.55,0.64,0.76,0.43,0.56,6
ktc.csv,0.54,0.61,0.6,0.57,0.25,12
neoengine.csv,0.51,0.51,0.7,0.58,0.33,10
omseek.csv,0.25,0.23,0.19,0.67,0.06,3
pcgen.csv,0.48,0.56,0.88,0.4,0.73,4
rosegarden.csv,0.56,0.62,0.68,0.48,0.39,9
selenium.csv,0.51,0.65,0.62,0.51,0.31,11
vapor.csv,0.25,0.0,0.8,0.14,0.46,0
zorannt.csv,0.43,0.49,0.45,0.5,0.24,5
zscreen.csv,0.51,0.65,0.74,0.44,0.48,8
