,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,5.0,0.0,8.0,1.0,3.0,26.0,4.0,0.0,1.0,3.0,5.0,2.0,88.0
bacula.csv,9.0,1.0,7.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,10.0,11.0
elmo.csv,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,5.0,10.0,7.0,6.0
jajuk.csv,11.0,0.0,15.0,12.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0
ktc.csv,2.0,1.0,9.0,3.0,4.0,11.0,3.0,1.0,0.0,2.0,2.0,6.0,5.0
neoengine.csv,4.0,1.0,8.0,0.0,7.0,9.0,3.0,0.0,2.0,8.0,5.0,16.0,25.0
omseek.csv,5.0,2.0,71.0,0.0,0.0,1.0,1.0,72.0,1.0,1.0,0.0,166.0,3.0
pcgen.csv,5.0,0.0,10.0,2.0,0.0,27.0,2.0,0.0,2.0,1.0,1.0,10.0,37.0
rosegarden.csv,7.0,2.0,2.0,4.0,0.0,13.0,10.0,0.0,1.0,1.0,1.0,10.0,22.0
selenium.csv,5.0,0.0,7.0,1.0,7.0,24.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0
vapor.csv,284.0,0.0,8.0,1.0,1.0,27.0,8.0,0.0,2.0,360.0,135.0,166.0,72.0
zorannt.csv,4.0,3.0,14.0,0.0,1.0,6.0,2.0,0.0,1.0,3.0,2.0,16.0,10.0
zscreen.csv,7.0,0.0,2.0,3.0,0.0,7.0,2.0,0.0,0.0,1.0,5.0,11.0,26.0
