,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.95,0.89,0.0,0.9,0.77
nabu-library.csv,0.82,0.76,0.92,0.82,0.04
pcgen.csv,0.89,0.0,0.91,0.6,0.9
selenium.csv,0.02,0.72,0.9,0.49,0.79
tolven.csv,0.77,0.47,0.88,0.03,0.91
