,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.71,0.71,1.0,0.37,0.49,0.86,0.77,0.43,0.9
arsenal-1.csv,0.91,0.87,0.43,0.96,0.89,0.97,0.92,0.87,0.56
barracudamvc.csv,0.32,0.88,0.97,1.0,1.0,0.65,0.95,0.93,0.94
irplus.csv,0.77,0.78,0.79,0.57,0.45,0.94,0.47,0.43,0.65
lite.csv,0.91,0.83,0.6,0.7,0.86,0.82,0.61,0.38,0.58
mevenide.csv,0.78,0.76,0.76,0.91,0.76,0.9,0.96,0.87,0.35
mumble.csv,0.68,0.88,0.78,0.92,0.25,0.74,0.85,0.73,0.88
ontopia.csv,0.91,0.74,0.74,0.82,0.71,0.35,0.77,0.85,0.93
openintents.csv,0.75,0.43,1.0,0.81,0.94,0.68,0.8,0.77,0.8
