,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.2,0.36,0.0,0.32,0.11,0.21,0.09,0.34,0.03
arsenal-1.csv,0.85,0.09,0.23,0.03,0.11,0.21,0.07,0.07,0.28
barracudamvc.csv,0.2,0.88,0.97,1.0,1.0,0.64,0.95,0.93,0.81
irplus.csv,0.75,0.7,0.16,0.16,0.38,0.71,0.25,0.15,0.47
lite.csv,0.75,0.52,0.52,0.16,0.65,0.64,0.32,0.27,0.33
mevenide.csv,0.7,0.52,0.29,0.06,0.05,0.36,0.09,0.0,0.16
mumble.csv,0.6,0.88,0.61,0.16,0.22,0.71,0.7,0.41,0.45
ontopia.csv,0.2,0.7,0.23,0.68,0.71,0.21,0.36,0.83,0.03
openintents.csv,0.25,0.18,1.0,0.81,0.65,0.43,0.75,0.76,0.4
