,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.66,0.79,1.0,0.65,0.27,0.08,0.65,0.22,0.39
flylegacy.csv,0.34,0.58,1.0,0.17,0.7,0.45,0.18,0.8,0.34,0.39
jguard.csv,0.37,0.6,0.78,0.18,0.66,1.0,0.19,0.75,0.3,0.4
m-a-d-n-e-s-s.csv,0.8,0.65,0.84,0.12,0.82,0.32,0.23,0.8,1.0,0.67
mob-sen-plat.csv,0.24,1.0,0.68,0.11,0.53,0.44,0.2,0.72,0.35,0.41
raygina.csv,1.0,0.7,0.7,0.2,0.59,0.2,0.17,0.85,0.31,0.48
st-filteredstatistics.csv,0.54,0.62,0.72,0.14,0.69,0.34,0.15,1.0,0.28,0.28
upp-mirror.csv,0.42,0.5,0.77,0.26,1.0,0.4,0.24,1.0,0.39,0.25
wishmaster.csv,0.19,0.68,0.78,0.18,0.56,0.31,1.0,0.74,0.19,0.39
yarp.csv,0.61,1.0,0.81,0.12,0.55,0.4,0.08,0.73,0.45,0.96
