,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.89,0.55,0.54,0.98,0.63,0.73,0.92,0.61,0.6,0.66
flylegacy.csv,0.46,0.4,0.39,0.39,0.45,0.75,0.47,0.4,0.45,0.5
jguard.csv,0.4,0.7,0.43,0.42,0.5,0.66,0.4,0.32,0.41,0.55
m-a-d-n-e-s-s.csv,0.9,0.37,0.3,0.52,0.54,0.45,0.69,0.55,0.68,0.67
mob-sen-plat.csv,0.46,0.38,0.43,0.47,0.56,0.5,0.43,0.48,0.38,0.41
raygina.csv,0.58,0.9,0.59,0.58,0.57,0.72,0.54,0.46,0.78,0.64
st-filteredstatistics.csv,0.54,0.75,0.8,0.55,0.72,0.59,0.57,0.33,0.78,0.62
upp-mirror.csv,0.48,0.75,0.46,0.52,0.46,0.9,0.49,0.5,0.46,0.83
wishmaster.csv,0.81,0.41,0.47,0.47,0.41,0.46,0.92,0.32,0.53,0.78
yarp.csv,0.78,0.67,0.65,0.98,0.91,0.93,0.92,0.8,0.91,0.64
