,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.67,0.61,0.8,0.59,0.95,0.5,0.88,0.82,0.49,0.98,0.95,0.43,0.67,0.69,0.93,0.7
aztec.csv,0.93,0.67,0.75,0.59,0.5,0.88,0.69,0.94,0.76,0.84,0.84,0.38,0.83,0.67,0.72,0.82
bl-toolkit.csv,0.49,0.47,0.69,0.52,0.37,0.49,0.6,0.55,0.53,0.47,0.33,0.4,0.81,0.38,0.45,0.56
co-ode-owl-plugins.csv,0.0,0.55,0.86,0.38,0.95,0.51,0.69,0.54,0.41,0.96,0.67,0.44,0.52,0.61,0.86,0.68
gbif-indexingtoolkit.csv,0.49,0.68,0.52,0.71,0.47,0.52,0.56,0.44,0.34,0.51,0.34,0.42,0.67,0.5,0.69,0.58
gnukeda.csv,0.9,0.51,0.42,0.39,0.52,0.79,0.51,0.41,0.76,0.53,0.69,0.53,0.38,0.52,0.52,0.88
motu.csv,0.78,0.53,0.45,0.38,0.42,0.61,0.41,0.39,0.32,0.42,0.33,0.58,0.33,0.38,0.59,0.86
oscarmcmaster.csv,0.89,0.5,0.8,0.4,0.7,0.4,0.62,0.49,0.42,0.75,0.44,0.35,0.39,0.56,0.84,0.64
pamguard.csv,0.49,0.57,0.47,0.8,0.54,0.69,0.75,0.66,0.77,0.58,0.48,0.54,0.68,0.51,0.64,0.57
prelude.csv,0.46,0.49,0.31,0.36,0.38,0.43,0.45,0.41,0.32,0.43,0.32,0.39,0.35,0.36,0.46,0.56
qdvdauthor.csv,0.65,0.62,0.92,0.59,0.96,0.54,0.62,0.54,0.45,0.8,0.96,0.58,0.43,0.64,0.76,0.75
qlc.csv,0.0,0.59,0.52,0.39,0.61,0.52,0.42,0.4,0.42,0.6,0.5,0.75,0.34,0.64,0.83,0.0
scite-ru.csv,0.0,0.57,0.58,0.38,0.51,0.42,0.48,0.47,0.37,0.61,0.34,0.46,0.38,0.47,0.66,0.49
tencompetence.csv,0.65,0.88,0.0,0.88,0.92,0.92,0.83,0.75,0.81,0.99,0.82,0.86,0.9,0.98,0.68,0.8
trackit.csv,0.75,0.5,0.94,0.61,0.96,0.88,0.9,0.89,0.94,0.99,0.0,0.45,0.8,0.84,0.98,0.95
yaprm.csv,0.67,0.76,0.36,0.59,0.53,0.79,0.44,0.39,0.44,0.44,0.34,0.5,0.4,0.57,0.78,0.88
