,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.4,0.55,0.37,0.54,0.57,0.27,1.0,0.38,0.66,0.33,0.29,0.29,0.68,0.24,0.52,0.23,0.26,0.33,0.45
bzbyte.csv,0.28,0.51,0.24,0.54,0.54,0.38,0.49,0.4,0.48,0.38,0.0,0.97,0.24,0.51,0.56,0.7,0.48,0.58,0.57
chrysalis.csv,0.11,0.07,0.0,0.11,0.17,0.1,0.09,0.21,0.05,0.06,0.07,0.05,0.19,0.02,0.0,0.18,0.91,0.28,0.24
dspace-gsoc.csv,0.54,0.52,0.62,0.49,0.57,0.4,0.46,0.3,0.56,0.52,1.0,0.43,0.46,0.5,0.47,0.4,0.3,0.51,0.68
fbmanager.csv,0.6,0.55,0.98,0.57,0.67,0.62,0.55,0.65,0.51,0.41,0.53,0.57,0.65,0.55,0.65,0.5,0.74,0.0,0.42
fityk.csv,0.41,0.36,0.55,0.31,0.45,0.09,0.22,0.33,0.31,0.5,0.44,0.35,0.33,0.99,0.44,0.23,0.3,0.04,0.28
fleet-simulator.csv,0.66,0.59,0.66,0.64,0.35,0.23,0.38,0.63,0.67,0.68,0.49,0.53,0.42,0.67,0.66,1.0,0.77,0.0,0.65
freenet.csv,0.64,0.71,0.65,0.51,1.0,0.49,0.57,0.56,0.62,0.55,0.58,0.55,0.66,0.58,0.61,0.44,0.45,0.65,0.65
google-caja.csv,0.67,0.56,0.71,0.72,0.6,0.61,0.67,0.96,0.64,0.54,0.55,0.64,0.66,0.58,0.68,0.74,0.78,0.88,0.72
k3b.csv,0.53,0.59,0.59,0.45,0.38,0.34,0.55,0.49,0.6,0.98,0.47,0.59,0.58,0.59,0.55,0.0,0.73,0.0,0.36
mediaportal.csv,0.04,0.45,0.0,0.56,0.44,0.64,0.36,0.48,0.22,0.09,0.04,0.48,0.94,0.06,0.27,0.0,0.34,0.0,0.38
myfaces.csv,0.35,0.35,0.39,0.44,0.48,0.46,0.42,0.41,0.92,0.22,0.17,0.45,0.5,0.44,0.36,0.0,0.18,0.25,0.28
onotoa.csv,0.58,0.58,0.48,0.53,0.49,1.0,0.43,0.56,0.49,0.58,0.47,0.49,0.37,0.6,0.49,0.56,0.34,0.45,0.49
paintown.csv,0.95,0.36,0.57,0.39,0.64,0.57,0.45,0.63,0.59,0.59,0.59,0.57,0.6,0.61,0.59,0.7,0.64,0.51,0.62
poormans.csv,0.42,0.35,0.37,0.58,0.58,0.26,0.38,0.43,0.6,0.28,0.2,0.46,0.59,0.27,0.98,0.35,0.3,0.43,0.48
sqlpower-library.csv,0.37,0.63,0.64,0.99,0.32,0.52,0.46,0.61,0.73,0.63,0.2,0.46,0.44,0.32,0.58,0.39,0.5,0.0,0.69
triplea.csv,0.42,1.0,0.53,0.67,0.61,0.5,0.7,0.6,0.73,0.53,0.63,0.46,0.61,0.46,0.67,0.52,0.71,0.0,0.6
xamj.csv,0.66,0.51,0.52,0.67,0.58,0.54,0.52,0.53,0.55,0.51,0.52,0.52,0.57,0.52,0.63,0.32,0.34,0.0,0.96
