,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.12,0.33,0.1,0.18,0.3,0.19,0.0,0.11,0.14,0.12,0.16,0.06,0.46,0.09,0.11,0.0,0.1,0.0,0.11
bzbyte.csv,0.92,0.71,0.94,0.65,0.72,0.88,0.74,0.78,0.8,0.88,1.0,0.0,0.94,0.82,0.59,0.0,0.73,0.0,0.73
chrysalis.csv,0.03,0.05,0.0,0.0,0.03,0.06,0.0,0.19,0.12,0.04,0.0,0.17,0.09,0.05,0.03,0.0,0.01,0.0,0.09
dspace-gsoc.csv,0.41,0.14,0.23,0.53,0.51,0.5,0.44,0.37,0.55,0.5,0.0,0.28,0.43,0.5,0.34,0.0,0.31,0.0,0.38
fbmanager.csv,0.41,0.38,0.0,0.59,0.51,0.62,0.26,0.41,0.81,0.42,0.47,0.56,0.52,0.5,0.62,0.0,0.4,1.0,0.85
fityk.csv,0.34,0.14,0.61,0.41,0.3,0.12,0.15,0.19,0.22,0.38,0.58,0.5,0.28,0.05,0.34,0.0,0.18,0.0,0.16
fleet-simulator.csv,0.68,0.76,0.55,0.65,0.9,0.94,0.89,0.7,0.69,0.58,0.84,0.78,0.87,0.59,0.68,0.0,0.54,1.0,0.65
freenet.csv,0.49,0.43,0.58,0.59,0.01,0.5,0.37,0.41,0.46,0.46,0.74,0.5,0.58,0.36,0.27,0.12,0.27,0.0,0.39
google-caja.csv,0.26,0.71,0.39,0.41,0.69,0.69,0.44,0.04,0.67,0.25,0.47,0.61,0.63,0.59,0.57,0.0,0.42,0.0,0.46
k3b.csv,0.47,0.52,0.52,0.24,0.19,0.44,0.26,0.37,0.42,0.0,0.53,0.22,0.7,0.55,0.48,0.0,0.43,1.0,0.14
mediaportal.csv,0.01,0.24,0.0,0.76,0.77,0.56,0.37,0.81,0.39,0.04,0.0,0.78,0.0,0.0,0.38,1.0,0.79,1.0,0.87
myfaces.csv,0.3,0.29,0.26,0.82,0.79,0.75,0.19,0.33,0.0,0.17,0.11,0.61,0.43,0.18,0.23,1.0,0.13,0.0,0.11
onotoa.csv,0.55,0.62,0.58,0.65,0.73,0.0,0.81,0.59,0.79,0.62,0.79,0.44,0.4,0.73,0.67,0.0,0.9,0.0,0.77
paintown.csv,0.01,0.14,0.23,0.24,0.42,0.56,0.22,0.37,0.63,0.33,0.37,0.39,0.43,0.27,0.26,0.0,0.46,0.0,0.31
poormans.csv,0.15,0.29,0.0,0.18,0.41,0.12,0.11,0.11,0.16,0.21,0.32,0.28,0.34,0.09,0.0,0.0,0.23,0.0,0.12
sqlpower-library.csv,0.89,0.71,0.71,0.06,0.91,0.69,0.81,0.7,0.51,0.54,0.95,0.83,0.86,0.91,0.76,0.88,0.43,1.0,0.61
triplea.csv,0.3,0.0,0.32,0.47,0.62,0.44,0.3,0.48,0.25,0.29,0.58,0.28,0.41,0.36,0.45,0.0,0.22,1.0,0.29
xamj.csv,0.44,0.24,0.77,0.35,0.65,0.56,0.48,0.52,0.3,0.42,0.37,0.67,0.6,0.77,0.32,0.88,0.18,1.0,0.01
