,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.73,0.71,0.79,0.88,0.77,0.85,1.0,0.9,0.42,0.85,0.75,0.93,0.27,0.82,0.53,1.0,0.32,1.0,0.61
bzbyte.csv,0.44,0.57,0.51,0.72,0.65,0.82,0.46,0.66,0.13,0.69,0.65,1.0,0.18,0.69,0.22,1.0,0.14,1.0,0.32
chrysalis.csv,0.75,0.67,0.0,1.0,0.9,0.86,1.0,0.74,0.05,0.75,1.0,0.4,0.28,0.5,0.0,1.0,0.96,1.0,0.49
dspace-gsoc.csv,0.55,0.83,0.74,0.72,0.69,0.78,0.5,0.68,0.15,0.72,1.0,0.81,0.19,0.67,0.26,1.0,0.15,1.0,0.44
fbmanager.csv,0.58,0.68,1.0,0.74,0.74,0.85,0.67,0.83,0.15,0.69,0.68,0.78,0.24,0.69,0.25,1.0,0.28,0.97,0.28
fityk.csv,0.5,0.77,0.52,0.65,0.72,0.71,0.56,0.82,0.16,0.76,0.59,0.68,0.19,0.98,0.25,1.0,0.23,1.0,0.39
fleet-simulator.csv,0.55,0.65,0.6,0.77,0.67,0.8,0.53,0.78,0.18,0.77,0.69,0.77,0.2,0.73,0.26,1.0,0.26,0.98,0.36
freenet.csv,0.56,0.73,0.59,0.71,0.99,0.82,0.6,0.8,0.18,0.74,0.68,0.78,0.24,0.76,0.36,0.95,0.23,1.0,0.42
google-caja.csv,0.7,0.61,0.68,0.83,0.68,0.84,0.61,0.99,0.16,0.83,0.69,0.8,0.23,0.68,0.27,1.0,0.29,1.0,0.42
k3b.csv,0.51,0.65,0.57,0.83,0.77,0.77,0.67,0.78,0.19,1.0,0.63,0.89,0.2,0.7,0.24,0.0,0.27,0.96,0.48
mediaportal.csv,0.67,0.72,0.0,0.75,0.59,0.85,0.47,0.73,0.07,0.8,1.0,0.74,1.0,1.0,0.14,0.87,0.09,0.96,0.27
myfaces.csv,0.49,0.62,0.6,0.7,0.64,0.78,0.67,0.76,1.0,0.73,0.71,0.71,0.21,0.81,0.28,0.78,0.18,1.0,0.47
onotoa.csv,0.51,0.62,0.49,0.72,0.61,1.0,0.44,0.75,0.13,0.72,0.62,0.77,0.17,0.7,0.18,1.0,0.17,1.0,0.27
paintown.csv,0.98,0.77,0.72,0.8,0.75,0.83,0.65,0.83,0.15,0.8,0.75,0.82,0.25,0.81,0.37,1.0,0.22,1.0,0.45
poormans.csv,0.69,0.62,1.0,0.89,0.73,0.89,0.75,0.91,0.36,0.74,0.5,0.83,0.29,0.83,1.0,1.0,0.18,1.0,0.6
sqlpower-library.csv,0.5,0.65,0.58,0.98,0.66,0.81,0.46,0.77,0.21,0.75,0.62,0.75,0.21,0.66,0.24,0.88,0.19,0.98,0.38
triplea.csv,0.54,1.0,0.63,0.8,0.69,0.84,0.7,0.79,0.32,0.81,0.7,0.83,0.26,0.7,0.29,1.0,0.39,0.97,0.46
xamj.csv,0.59,0.75,0.52,0.84,0.67,0.82,0.52,0.75,0.21,0.74,0.72,0.74,0.2,0.66,0.34,0.81,0.25,0.97,0.98
