,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.07,0.0,0.37,0.4,0.54,0.52
jlinalg.csv,0.0,0.65,0.78,0.6,0.75,0.84
knowledge.csv,1.0,0.73,1.0,0.0,0.94,0.96
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.07,0.22,0.0,0.0,0.27,0.27
ultimairis.csv,1.0,0.71,0.9,1.0,0.88,0.01
