,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.48,1.0,0.47,0.64,0.03,0.42
jlinalg.csv,0.99,0.62,0.59,0.91,0.01,0.42
knowledge.csv,0.88,0.71,0.58,1.0,0.02,0.43
massiv.csv,0.0,0.0,0.0,0.0,0.89,0.0
playerstage.csv,0.45,0.38,0.97,0.68,0.03,0.44
ultimairis.csv,0.83,0.63,0.51,0.96,0.02,0.92
