,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.59,0.52,0.6,0.56,0.57,0.56
jlinalg.csv,0.51,0.45,0.39,0.42,0.47,0.43
knowledge.csv,0.52,0.39,0.35,0.4,0.41,0.39
massiv.csv,0.0,0.0,0.0,0.0,0.8,0.0
playerstage.csv,0.56,0.78,0.62,0.5,0.7,0.73
ultimairis.csv,0.54,0.43,0.4,0.42,0.44,0.81
