,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.68,0.01,0.65,0.65,0.54,0.67
jlinalg.csv,0.02,0.7,0.79,0.61,0.79,0.87
knowledge.csv,1.0,0.73,1.0,0.0,0.94,0.97
massiv.csv,1.0,1.0,1.0,1.0,0.0,1.0
playerstage.csv,0.7,0.75,0.05,0.48,0.57,0.62
ultimairis.csv,1.0,0.74,0.93,1.0,0.88,0.13
