,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.94,1.0,0.47,0.94,0.01,0.33
jlinalg.csv,1.0,0.53,0.44,0.95,0.01,0.29
knowledge.csv,0.78,0.56,0.41,1.0,0.01,0.29
massiv.csv,0.0,0.0,0.0,0.0,0.8,0.0
playerstage.csv,0.94,0.57,1.0,1.0,0.01,0.43
ultimairis.csv,0.76,0.53,0.38,0.93,0.01,0.98
