,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.33,0.47,0.0,0.55,0.16,0.01,0.44,0.1,0.7,0.39,0.97,0.52,0.35,0.33,0.62,0.27,0.67,0.53,0.48
auber.csv,0.26,0.6,0.0,0.57,0.27,0.01,0.41,0.09,0.73,0.34,0.25,0.36,0.99,0.39,0.51,0.53,0.2,0.57,0.57
cortex-vfx.csv,0.29,0.4,0.0,0.31,0.35,0.03,0.45,0.07,0.43,0.37,0.44,0.5,0.4,0.91,0.39,0.55,0.56,0.35,0.45
empserver.csv,0.24,0.7,0.0,0.43,0.42,0.01,0.99,0.3,0.73,0.44,0.3,0.51,0.64,0.41,0.51,0.55,0.46,0.61,0.51
flylegacy.csv,0.22,0.98,0.0,0.36,0.33,0.01,0.05,0.27,0.65,0.44,0.49,0.54,0.65,0.38,0.65,0.57,0.39,0.52,0.23
galaxium.csv,0.31,0.44,0.04,0.17,0.07,0.02,0.22,0.0,0.44,0.5,0.65,1.0,0.16,0.32,0.47,0.07,0.28,0.21,0.41
growl-for-windows.csv,0.22,0.79,0.01,0.39,0.28,0.02,0.67,0.31,0.65,0.48,0.49,0.49,0.53,0.43,0.86,0.54,1.0,0.52,0.57
k3d.csv,0.16,0.38,0.0,0.34,1.0,0.01,0.35,0.14,0.0,0.07,0.1,0.05,0.24,0.19,0.03,0.34,0.05,0.24,0.45
libarchive.csv,0.31,0.54,0.01,0.45,0.3,0.01,0.33,0.27,0.76,0.51,0.52,0.52,0.62,0.4,0.79,0.5,0.45,0.5,0.97
linux-ntfs.csv,0.29,0.56,0.0,0.28,0.26,0.02,0.31,0.28,0.39,0.4,0.35,0.32,0.39,0.19,0.21,1.0,0.33,0.61,0.45
m-a-d-n-e-s-s.csv,0.33,0.42,0.0,0.27,0.16,0.04,0.14,0.15,0.26,1.0,0.6,0.12,0.36,0.2,0.24,0.38,0.29,0.13,0.37
novembre.csv,0.3,0.09,0.0,0.93,0.23,0.01,0.28,0.1,0.22,0.38,0.11,0.25,0.37,0.34,0.24,0.36,0.23,0.35,0.41
qtwin.csv,0.1,0.03,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.3,0.75,0.0,0.45,0.23,0.01,0.68,0.39,1.0,0.42,0.52,0.49,0.63,0.44,0.85,0.61,0.75,0.83,0.65
tweetsharp.csv,0.2,0.4,0.01,0.48,0.24,0.01,0.18,0.27,0.74,0.45,0.5,0.57,0.58,0.34,0.77,0.58,0.65,0.96,0.47
unladen-swallow.csv,0.62,0.58,0.0,0.33,0.15,0.01,0.4,0.27,0.3,0.26,0.29,0.21,0.31,0.1,0.0,0.41,0.49,0.48,0.31
wishmaster.csv,0.08,0.31,0.0,0.0,0.0,0.01,0.0,0.96,0.13,0.07,0.03,0.12,0.03,0.02,0.1,0.0,0.52,0.42,0.0
