,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.57,0.52,0.71,0.5,0.81,0.68,0.37,0.44,0.48,0.5,0.55,0.58,0.58,0.48,0.46,0.73,0.81,0.45,0.6
auber.csv,0.57,0.56,0.46,0.48,0.62,0.67,0.92,0.56,0.34,0.56,0.7,0.51,0.52,0.73,0.5,0.45,0.69,0.43,0.67
cortex-vfx.csv,0.61,0.82,0.98,0.82,0.79,0.85,0.82,0.67,0.83,0.74,0.71,0.9,0.85,0.9,0.71,0.56,0.81,0.8,0.77
empserver.csv,0.56,0.44,0.72,0.47,0.73,0.51,0.54,0.44,0.38,0.49,0.68,0.46,0.56,0.49,0.62,0.56,0.5,0.47,0.59
flylegacy.csv,0.53,0.39,0.42,0.43,0.63,0.58,0.5,0.42,0.48,0.55,0.48,0.44,0.45,0.55,0.5,0.34,0.45,0.42,0.91
galaxium.csv,0.59,0.61,0.98,0.89,0.96,0.83,0.9,0.0,0.73,0.73,0.61,0.63,0.9,0.9,0.56,0.75,0.71,0.83,0.8
growl-for-windows.csv,0.55,0.34,0.57,0.36,0.43,0.51,0.47,0.45,0.5,0.58,0.49,0.45,0.6,0.5,0.39,0.47,0.56,0.5,0.58
k3d.csv,1.0,0.94,0.96,0.5,0.97,0.89,0.54,0.86,0.0,0.8,0.92,0.8,0.93,0.94,0.0,0.89,0.0,0.86,0.66
libarchive.csv,0.47,0.55,0.52,0.56,0.45,0.51,0.67,0.41,0.38,0.54,0.55,0.48,0.55,0.5,0.39,0.59,0.53,0.5,0.57
linux-ntfs.csv,0.61,0.57,0.83,0.71,0.55,1.0,0.73,0.57,0.65,0.64,0.67,0.61,0.78,0.95,0.88,0.54,0.67,0.58,0.72
m-a-d-n-e-s-s.csv,0.61,0.68,0.98,0.86,0.95,0.86,0.83,0.75,0.86,0.64,0.58,0.93,0.94,0.88,0.88,0.83,0.83,0.67,0.91
novembre.csv,0.69,0.75,0.99,0.77,0.95,0.7,0.93,0.83,0.86,0.78,0.98,0.87,0.73,0.65,0.88,0.77,0.88,0.9,0.79
qtwin.csv,0.98,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.4,0.4,0.47,0.31,0.42,0.5,0.42,0.36,0.33,0.47,0.46,0.43,0.42,0.44,0.35,0.42,0.51,0.38,0.42
tweetsharp.csv,0.58,0.86,0.64,0.48,0.83,0.54,0.88,0.42,0.38,0.52,0.52,0.67,0.53,0.55,0.47,0.45,0.81,0.49,0.71
unladen-swallow.csv,1.0,0.6,0.41,0.71,0.51,0.85,0.54,0.77,0.79,0.65,0.61,0.65,0.73,0.96,0.0,0.92,0.42,0.8,0.66
wishmaster.csv,1.0,0.93,0.96,0.5,0.96,1.0,0.0,0.92,0.83,0.75,0.93,0.93,0.86,0.92,0.67,0.0,0.93,0.93,0.0
