,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.43,0.56,0.57,0.65,0.73,0.39,0.52
java-gnome.csv,0.97,0.56,0.73,0.61,0.44,0.63,0.61
mb-unit.csv,0.43,0.45,0.45,0.48,0.56,0.42,0.36
mecat.csv,0.46,0.98,0.97,0.95,0.67,0.55,0.82
rodin-b-sharp.csv,0.84,0.95,0.7,0.57,0.38,0.91,0.45
unicase.csv,0.4,0.46,0.44,0.58,0.38,0.42,0.36
wpdev.csv,0.39,0.42,0.38,0.43,0.38,0.39,0.34
