,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.02,0.36,0.0,0.92,0.0,0.09,0.02,0.14,0.06,0.06,0.01,0.0,0.03,0.0,0.23
codeblocks.csv,0.34,0.2,0.99,0.52,0.45,0.29,0.43,0.51,0.23,0.57,0.35,0.3,0.18,0.35,0.11,0.25,0.23
ctrlr.csv,0.19,0.02,0.15,0.29,0.26,0.22,1.0,0.0,0.05,0.36,0.05,0.26,0.16,0.12,0.19,0.18,0.19
free-evolution.csv,0.49,0.17,0.76,0.54,0.28,0.29,0.35,0.44,0.32,0.15,0.95,0.53,0.66,0.42,0.56,0.19,0.4
fulguro.csv,0.17,0.23,0.15,0.08,0.2,0.18,0.24,0.1,0.19,0.36,0.1,0.06,0.0,0.09,0.31,1.0,0.07
gisgraphy.csv,0.42,0.11,0.43,0.47,0.43,0.26,0.38,0.26,0.23,0.47,0.36,0.43,0.3,0.27,0.2,0.12,0.95
ipfire-wall.csv,0.41,0.26,0.22,0.16,0.48,0.22,0.07,1.0,0.25,0.06,0.26,0.06,0.35,0.35,0.28,0.15,0.37
jruby.csv,0.42,0.14,0.52,0.29,0.36,0.24,0.24,0.5,0.09,0.25,0.28,0.17,0.15,1.0,0.12,0.27,0.1
l2j.csv,0.57,0.14,0.73,0.44,0.58,0.38,0.3,0.52,0.25,0.32,0.38,0.72,1.0,0.73,0.42,0.21,0.48
ldview.csv,0.49,0.15,0.35,0.95,0.62,0.19,0.07,0.31,0.22,0.38,0.19,0.26,0.39,0.55,0.29,0.31,0.33
libmesh.csv,0.26,0.12,0.17,0.29,0.32,0.32,0.38,0.23,0.16,0.88,0.2,0.46,0.24,0.33,0.61,0.18,0.33
red5.csv,0.43,0.18,0.6,0.35,0.98,0.19,0.41,0.22,0.4,0.5,0.34,0.53,0.59,0.81,0.21,0.19,0.44
t-2.csv,0.55,0.13,0.53,0.47,0.42,0.27,0.41,0.35,0.95,0.53,0.34,0.53,0.61,0.42,0.74,0.24,0.53
tencompetence.csv,0.41,0.0,0.11,0.0,0.33,0.29,0.21,0.25,0.11,0.3,0.0,0.21,0.69,0.7,0.99,0.14,0.18
vdsf.csv,0.64,0.9,0.84,0.53,0.72,0.34,0.42,0.39,0.21,0.52,0.38,0.65,0.82,0.87,0.78,0.22,0.46
xbrlapi.csv,0.99,0.16,0.62,0.54,0.65,0.25,0.31,0.37,0.17,0.52,0.31,0.45,0.51,0.71,0.66,0.32,0.33
xcf.csv,0.57,0.15,0.79,0.57,0.67,0.35,0.36,0.46,0.27,0.26,0.34,1.0,0.4,0.64,0.61,0.22,0.44
