,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.71,0.1,0.4,0.1,0.33,0.09,0.0,0.39,0.43,0.67,0.2,0.21,0.15,0.12,0.35,0.45,0.35,0.3
exl.csv,0.28,0.3,0.63,0.11,0.62,0.33,0.07,0.28,0.52,0.62,0.13,0.49,0.46,0.14,0.32,0.5,0.83,0.07
ildjit.csv,0.21,0.06,0.09,0.0,0.27,0.42,0.0,0.57,0.08,0.0,0.3,0.29,0.38,0.17,0.42,0.22,0.31,0.0
konversation.csv,0.73,0.47,0.55,0.13,0.5,0.53,0.06,0.09,0.16,0.24,0.55,0.21,0.58,0.45,0.25,0.45,0.56,0.09
ltp.csv,0.79,0.15,0.71,0.06,0.45,0.36,0.0,0.15,0.52,0.52,0.53,0.05,0.68,0.35,0.19,0.45,0.51,0.05
mcmc-jags.csv,0.6,0.31,0.72,0.09,0.62,0.75,0.07,0.41,0.68,0.35,0.58,0.2,0.75,0.49,0.26,0.54,0.86,0.04
micomt.csv,0.72,0.25,0.74,0.11,0.55,0.67,0.05,0.18,0.63,0.31,0.56,0.12,0.78,0.7,0.25,0.55,0.87,0.06
migen.csv,0.81,0.33,0.71,0.1,0.65,0.19,0.18,0.17,0.45,0.26,0.63,0.2,0.59,0.4,0.35,0.45,0.84,0.11
moviesandbox.csv,0.1,0.35,0.74,0.19,0.44,0.42,0.14,0.08,0.61,0.05,0.7,0.1,0.74,0.55,0.07,0.54,0.82,0.06
nebuladevice.csv,0.0,0.2,0.08,0.0,0.29,0.31,0.08,0.12,0.08,0.54,0.13,0.04,0.42,0.16,0.43,0.39,0.13,0.03
opengs.csv,0.13,0.39,0.68,0.09,0.47,0.6,0.09,0.26,0.68,0.46,0.44,0.12,0.6,0.45,0.28,0.5,0.87,0.07
openxava.csv,0.45,0.4,0.59,0.13,0.46,0.36,0.09,0.2,0.52,0.61,0.05,0.27,0.43,0.14,0.37,0.44,0.63,0.07
passwordsafe.csv,0.77,0.34,0.73,0.1,0.56,0.38,0.07,0.22,0.63,0.35,0.69,0.19,0.71,0.5,0.28,0.65,0.88,0.07
phonon-vlc-mplayer.csv,0.79,0.35,0.68,0.12,0.58,0.33,0.11,0.12,0.68,0.09,0.72,0.15,0.71,0.5,0.16,0.53,0.81,0.1
sepgsql.csv,0.57,0.4,0.73,0.19,0.61,0.33,0.22,0.24,0.63,0.38,0.67,0.21,0.75,0.32,0.19,0.62,0.88,0.09
tcl.csv,0.72,0.03,0.51,0.0,0.33,0.35,0.0,0.45,0.54,0.69,0.19,0.11,0.41,0.0,0.28,0.36,0.59,0.04
unflobtactical.csv,0.27,0.29,0.74,0.27,0.6,0.55,0.07,0.23,0.61,0.4,0.64,0.1,0.74,0.56,0.28,0.61,0.85,0.06
