,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.76,0.92,0.76,0.78,0.79,0.95,1.01,0.92,0.72,0.88,0.87,0.88,0.92,0.97,0.59,0.72,0.78,0.13
exl.csv,0.9,0.5,0.75,0.61,0.7,0.76,0.48,0.74,0.62,0.74,0.94,0.26,0.76,0.96,0.65,0.63,0.34,0.78
ildjit.csv,0.9,0.94,0.95,1.0,0.91,0.7,1.0,0.4,0.98,1.0,0.75,0.7,0.93,0.86,0.46,0.86,0.84,1.03
konversation.csv,0.52,0.37,0.6,0.66,0.61,0.45,0.6,0.96,0.9,0.87,0.47,0.69,0.58,0.42,0.71,0.63,0.63,0.48
ltp.csv,0.49,0.95,0.56,0.81,0.7,0.67,1.3,0.95,0.91,0.68,0.59,0.98,0.73,0.6,0.85,0.81,1.02,0.78
mcmc-jags.csv,0.68,0.49,0.7,0.85,0.58,0.23,0.54,0.87,0.56,0.77,0.4,1.0,0.59,0.4,0.79,0.53,0.55,0.87
micomt.csv,0.52,0.61,0.69,0.69,0.74,0.29,0.79,0.88,0.82,0.8,0.47,0.91,0.55,0.19,0.74,0.56,0.85,0.91
migen.csv,0.67,0.46,0.42,0.9,0.45,0.87,0.17,0.87,0.69,0.84,0.39,0.99,0.56,0.51,0.59,0.65,0.49,0.44
moviesandbox.csv,0.95,0.42,0.5,0.78,0.68,0.73,0.23,0.96,0.56,0.98,0.26,0.93,0.43,0.41,0.95,0.56,0.64,0.69
nebuladevice.csv,1.0,0.68,0.97,1.0,0.91,0.83,0.42,0.92,0.98,0.76,1.03,1.03,0.76,0.88,0.44,0.77,0.94,0.96
opengs.csv,0.94,0.37,0.58,0.81,0.67,0.42,0.38,0.76,0.42,0.7,0.57,0.88,0.55,0.43,0.68,0.57,0.25,0.56
openxava.csv,0.84,0.37,0.61,0.54,0.83,0.7,0.38,0.83,0.59,0.72,1.0,0.52,0.74,0.9,0.54,0.65,0.54,0.57
passwordsafe.csv,0.92,0.45,0.59,0.86,0.55,0.73,0.48,0.85,0.47,0.78,0.28,0.76,0.44,0.37,0.78,0.4,0.77,0.73
phonon-vlc-mplayer.csv,0.55,0.42,0.46,0.59,0.57,0.8,0.33,0.95,0.45,0.95,0.28,0.82,0.44,0.55,0.87,0.57,0.51,0.49
sepgsql.csv,0.64,0.37,0.53,0.38,0.5,0.74,0.13,0.81,0.71,0.75,0.36,0.66,0.37,0.62,0.87,0.46,0.4,0.59
tcl.csv,0.74,1.08,1.0,1.0,0.95,1.02,1.24,0.6,0.83,0.45,1.03,1.02,0.98,1.0,0.81,0.92,0.85,0.92
unflobtactical.csv,0.84,0.52,0.62,0.74,0.62,0.49,0.5,0.8,0.9,0.73,0.32,1.06,0.42,0.35,0.68,0.45,0.7,0.94
