,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.83,0.42,0.53,0.87,0.59,0.53,0.58,0.71,0.45,0.47,0.76
google-gears.csv,0.74,0.87,0.91,0.93,0.72,0.68,0.79,0.42,0.83,0.67,0.68
grafx2.csv,0.74,0.33,0.71,0.74,0.74,0.57,0.57,0.68,0.61,0.59,0.64
kmess.csv,0.78,0.95,0.57,0.98,0.52,0.77,0.59,0.91,0.5,0.63,0.8
megameknet.csv,0.81,0.97,0.93,0.61,0.86,0.43,0.83,0.77,0.64,0.52,0.74
minig.csv,0.98,0.9,0.88,0.44,0.96,0.45,0.97,1.01,0.91,0.48,0.86
ns-3.csv,0.54,0.92,0.6,0.48,0.65,0.52,0.76,0.65,0.9,0.58,0.46
omseek.csv,0.86,1.0,0.88,0.69,0.41,0.81,0.76,0.86,0.56,0.58,0.94
quickfast.csv,0.84,0.87,0.72,0.6,0.94,0.72,0.95,0.66,0.8,0.52,0.29
sylpheed-claws.csv,1.0,1.0,0.41,0.71,1.0,0.84,0.98,1.0,1.0,0.61,1.0
xamj.csv,0.81,0.47,0.56,0.46,0.73,0.94,0.7,0.65,0.58,0.41,0.47
