,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.22,0.64,0.6,0.16,0.49,0.53,0.48,0.35,0.72,0.63,0.3
google-gears.csv,0.48,0.41,0.33,0.31,0.61,0.63,0.56,0.72,0.48,0.58,0.64
grafx2.csv,0.38,0.74,0.36,0.32,0.6,0.65,0.63,0.43,0.52,0.48,0.43
kmess.csv,0.31,0.06,0.63,0.02,0.62,0.27,0.65,0.11,0.62,0.53,0.25
megameknet.csv,0.49,0.13,0.27,0.52,0.46,0.66,0.49,0.55,0.59,0.58,0.59
minig.csv,0.13,0.37,0.39,0.66,0.23,0.69,0.17,0.0,0.12,0.7,0.4
ns-3.csv,0.64,0.3,0.67,0.6,0.5,0.59,0.56,0.55,0.13,0.52,0.78
omseek.csv,0.17,0.0,0.15,0.43,0.67,0.23,0.29,0.18,0.53,0.5,0.07
quickfast.csv,0.48,0.42,0.6,0.68,0.27,0.62,0.21,0.6,0.27,0.64,0.8
sylpheed-claws.csv,0.0,0.0,0.71,0.62,0.0,0.47,0.09,0.0,0.0,0.7,0.0
xamj.csv,0.51,0.6,0.64,0.65,0.62,0.24,0.56,0.61,0.52,0.67,0.7
