,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.17,0.13,0.33,0.05,0.23,0.09,0.13,0.11,0.37,0.26,0.12
google-gears.csv,0.52,0.87,0.91,0.91,0.68,0.64,0.78,0.32,0.82,0.54,0.66
grafx2.csv,0.35,0.18,0.22,0.16,0.72,0.5,0.45,0.3,0.34,0.19,0.16
kmess.csv,0.27,0.03,0.45,0.03,0.33,0.08,0.51,0.03,0.31,0.41,0.16
megameknet.csv,0.69,0.97,0.93,0.35,0.82,0.23,0.82,0.73,0.52,0.25,0.72
minig.csv,0.97,0.89,0.64,0.27,0.94,0.34,0.96,1.0,0.15,0.41,0.62
ns-3.csv,0.41,0.92,0.55,0.2,0.39,0.29,0.73,0.49,0.17,0.26,0.44
omseek.csv,0.09,0.0,0.06,0.32,0.2,0.06,0.11,0.03,0.23,0.21,0.0
quickfast.csv,0.83,0.87,0.68,0.57,0.93,0.7,0.95,0.57,0.2,0.37,0.22
sylpheed-claws.csv,1.0,1.0,0.29,0.7,1.0,0.84,0.98,1.0,1.0,0.59,1.0
xamj.csv,0.8,0.16,0.45,0.28,0.72,0.94,0.58,0.57,0.28,0.22,0.38
