,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.2,0.36,0.86,0.04,0.54,0.27,0.43,0.12,0.27,0.96
pclasses.csv,0.43,0.42,0.0,0.17,0.56,0.0,0.3,0.5,0.3,0.0
pfaedit.csv,0.0,0.45,1.0,0.11,0.88,0.5,0.57,0.29,0.28,0.95
theresa.csv,0.1,0.49,0.8,0.21,0.78,0.0,0.62,0.13,0.39,0.98
thrust.csv,0.0,0.25,0.92,0.0,0.58,0.59,0.33,0.04,0.26,0.94
tktoolkit.csv,0.17,0.26,0.6,0.0,0.66,0.27,0.5,0.38,0.18,0.95
trinitycore.csv,0.27,0.5,0.0,0.1,0.7,0.28,0.53,0.26,0.34,1.0
tzod.csv,0.14,0.57,0.82,0.14,0.79,0.3,0.56,0.13,0.33,0.98
yaprm.csv,0.16,0.56,0.0,0.14,0.84,0.28,0.69,0.18,0.33,1.0
zemljanka.csv,0.19,0.41,0.6,0.09,0.62,0.29,0.52,0.11,0.26,1.0
