,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.82,0.37,0.88,0.67,0.52,1.0,0.51,0.91,0.71,0.51
pclasses.csv,0.82,0.56,0.0,0.67,0.17,0.0,0.08,0.04,0.42,0.0
pfaedit.csv,0.0,0.52,0.15,0.67,0.7,0.12,0.86,0.43,0.53,0.46
theresa.csv,0.18,0.67,0.29,1.0,0.72,0.0,0.41,0.7,0.44,0.45
thrust.csv,0.0,0.07,0.27,0.0,0.28,0.59,0.16,0.04,0.16,0.15
tktoolkit.csv,0.36,0.44,0.15,0.0,0.91,0.76,0.46,0.57,0.35,0.72
trinitycore.csv,0.36,0.41,0.0,1.0,0.78,0.53,0.84,0.22,0.56,0.03
tzod.csv,0.09,0.63,0.68,0.67,0.63,0.18,0.62,0.7,0.53,0.6
yaprm.csv,0.36,0.37,0.0,0.67,0.3,0.29,0.68,0.43,0.4,0.27
zemljanka.csv,0.91,0.81,0.9,1.0,0.89,0.65,0.95,0.74,0.96,0.81
