,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.51,0.29,0.57,0.43,0.6,0.38,0.91,0.68,0.55,0.18
gamestone.csv,0.06,1.0,0.31,0.07,0.09,0.05,0.16,0.24,0.1,0.15
gbif-providertoolkit.csv,0.3,0.0,0.11,0.07,0.82,0.26,0.33,0.45,0.36,0.15
heekscad.csv,0.98,0.74,0.69,0.72,0.54,0.32,0.45,0.52,0.42,0.48
igarden.csv,0.31,0.29,0.34,0.92,0.46,0.42,0.38,0.32,0.09,0.45
levent.csv,0.64,0.53,0.71,0.72,0.68,0.99,0.66,0.63,0.58,0.65
owlapi.csv,0.1,0.0,0.02,0.0,0.17,0.0,0.1,0.93,0.49,0.05
pnotepad.csv,0.65,0.69,0.62,0.05,0.44,0.68,0.59,0.64,0.36,0.97
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.81,0.0
xcsoar.csv,0.68,0.29,0.97,0.43,0.62,0.38,0.65,0.56,0.64,0.48
